Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Staff Of Revelations,moderate divination,9,none,"51,008 gp",5 lbs.,"The forked top of this walnut shaft resembles a combination of a dowsing rod and the curled horns of a beast, and a delicate gemstone hovers between its enfolding arms. The staff allows use of the following spells:   • Augury (1 charge)   • Speak with dead (1 charge)   • Divination (2 charges)   • Commune (3 charges)","Craft Staff, augury, commune, divination, speak with dead","30,608 gp",Staff,Ultimate Equipment,moderate,5,51008,30608,,,1652
Staff Of Rigor,moderate varies,8,none,"20,800 gp",5 lbs.,This iron-shod wood staff allows use of the following spells:   • Bane (1 charge)   • Cause fear (1 charge)   • Command (1 charge)   • Magic weapon (1 charge)   • Align weapon (2 charges),"Craft Staff, align weapon, bane, cause fear, command, magic weapon","10,400 gp",Staff,Ultimate Equipment,moderate,5,20800,10400,,,1653
Staff Of Shrieking,moderate evocation,10,none,"36,000 gp",5 lbs.,Holes in this metal shaft cause it to emit an eerie moan when swung through the air. It allows use of the following spells: • Shatter (1 charge) • Sound burst (1 charge) • Shout (2 charges),"Craft Staff, shatter, shout, sound burst","18,000 gp",Staff,Ultimate Equipment,moderate,5,36000,18000,,,1654
Staff Of Size Alteration,moderate transmutation,8,none,"26,150 gp",5 lbs.,"This staff of dark wood is stouter and sturdier than most magical staves, with a gnarled and twisted knot of wood at the top end. It allows use of the following spells:   • Enlarge person (1 charge)   • Reduce person (1 charge)   • Shrink item (2 charges)   • Mass enlarge person (3 charges)   • Mass reduce person (3 charges)","Craft Staff, enlarge person, mass enlarge person, mass reduce person, reduce person, shrink item","13,075 gp",Staff,Ultimate Equipment,moderate,5,26150,13075,,,1655
Staff Of Slumber,moderate varies,9,none,"81,766 gp",5 lbs.,"Smoky spirals adorn the length of this staff, and have an almost hypnotic effect. The staff allows use of the following spells: • Deep slumber (1 charge) • Ray of exhaustion (1 charge) • Dream (2 charges) • Nightmare (2 charges) • Waves of fatigue (2 charges) • Symbol of sleep (3 charges)","Craft Staff, deep slumber, dream, nightmare, symbol of sleep, ray of exhaustion, waves of fatigue","49,216 gp",Staff,Ultimate Equipment,moderate,5,81766,49216,,,1656
Staff Of Souls,moderate varies,8,none,"32,800 gp",5 lbs.,This ominous staff is made of twisting wood and topped with a small skull. It allows use of the following spells:   • Deathwatch (1 charge)   • Detect undead (1 charge)   • Gentle repose (1 charge)   • Death ward (2 charges)   • Speak with dead (2 charges),"Craft Staff, death ward, deathwatch, detect undead, gentle repose, speak with dead","16,400 gp",Staff,Ultimate Equipment,moderate,5,32800,16400,,,1657
Staff Of Speaking,strong enchantment,13,none,"57,200 gp",5 lbs.,"When the wielder of this hollow wooden staff speaks or shouts, it reverberates with the sound of her voice, lending a booming insistence to her words. It allows the use of the following spells: • Suggestion (1 charge) • Tongues (1 charge) • Denounce (2 charges; Advanced Player's Guide) • Glibness (2 charges) • Mass suggestion (4 charges)","Craft Staff, denounce, glibness, mass suggestion, suggestion, tongues","28,600 gp",Staff,Ultimate Equipment,strong,5,57200,28600,,,1658
Staff Of Spiders,moderate conjuration and transmutation,8,none,"30,200 gp",5 lbs.,"This staff is constructed from thousands of carefully prepared spiderwebs packed around a base and layered to make a shaft just as hard as oak, if not harder. A staff of spiders functions as a +1/+1 quarterstaff. It allows the use of the following spells:  • Spider climb (1 charge)  • Web (1 charge)  • Summon spider (as summon monster III, but only summons 1d3 giant spiders; 2 charges)","Craft Magic Arms and Armor, Craft Staff, spider climb, summon monster III, web","15,400 gp",Staff,Ultimate Equipment,moderate,5,30200,15400,,+1/+1 quarterstaff,1659
Staff Of Stealth,moderate illusion,8,none,"39,300 gp",5 lbs.,"This twisted, dark gray staff allows use of the following spells: • Disguise self (1 charge) • Invisibility (1 charge) • Nondetection (1 charge) • Greater invisibility (2 charges)","Craft Staff, disguise self, greater invisibility, invisibility, nondetection","20,900 gp",Staff,Ultimate Equipment,moderate,5,39300,20900,,,1660
Staff Of Swarming Insects,moderate conjuration,9,none,"22,800 gp",5 lbs.,"Made of twisted darkwood covered with knots and nodules resembling crawling insects (which occasionally seem to move), this staff allows use of the following spells:   • Summon swarm (1 charge)   • Insect plague (3 charges)","Craft Staff, insect plague, summon swarm","11,400 gp",Staff,Ultimate Equipment,moderate,5,22800,11400,,,1661
Staff Of The Avenger,moderate evocation,10,none,"37,310 gp",5 lbs.,"This shining golden staff is topped with a radiant gemstone that emits light like a torch. As a swift action, the wielder of the staff can cause it to change into a +2 lance, although it retains its other abilities. It can be made to revert to its staff form as a free action. The staff allows use of the following spells:  • Bless weapon (1 charge, cast on the staff only)  • Shield other (1 charge)  • Discern lies (2 charges)  • Holy sword (4 charges, cast on the staff only)","Craft Magic Arms and Armor, Craft Staff, bless weapon, discern lies, holy sword, shield other","18,810 gp",Staff,Ultimate Equipment,moderate,5,37310,18810,,+2 lance,1662
Staff Of The Hierophant,strong varies,15,none,"220,000 gp",5 lbs.,"The staff of the hierophant is a powerful magic item with the ability to both heal and harm, which also gives its wielder a number of protections. The staff is crafted from platinum and topped with a glowing blue diamond. The staff allows the use of the following spells:  • Bless (1 charge)  • Cure moderate wounds (1 charge)  • Freedom of movement (1 charge)  • Hold person (heightened to 5th level, 1 charge)  • Prayer (1 charge)  • Searing light (1 charge)  • Cure critical wounds (2 charges)  • Flame strike (2 charges)  • Righteous might (2 charges)  • True seeing (2 charges)  The wielder of a staff of the hierophant gains a +2 luck bonus to AC and on saving throws. The staff is also a +2/+2 quarterstaff, and its wielder may use it to smite opponents. If 1 charge is expended (as a free action), the staff deals double damage (x3 on a critical hit) for 1 round.  A staff of the hierophant can be used to restore the life of a dead creature by calling upon the wielder's deity to take the staff as a blessing. This causes the staff to vanish, but restores life to any one dead creature as if casting true resurrection. In addition, after using this effect, the wielder who triggered it receives a +2 luck bonus on all ability checks, attack rolls, saving throws, and skill checks for 1 day.","Craft Magic Arms and Armor, Craft Staff, bless, cure critical wounds, cure moderate wounds, flame strike, freedom of movement, heightened hold person, prayer, righteous might, searing light, true resurrection, true seeing","110,000 gp",Staff,Ultimate Equipment,strong,5,220000,110000,,+2/+2 quarterstaff,1663
Staff Of The Master,moderate necromancy,8,none,"30,000 gp",5 lbs.,"Often given as gifts to apprentices upon reaching the rank of master, these staves come in eight different varieties, one for each school of magic. This particular staff is for the school of necromancy. Aside from acting as a +1/+1 quarterstaff, this staff allows use of the following spells: • Ray of enfeeblement (1 charge) • Spectral hand (1 charge) • Vampiric touch (2 charges) Additionally, the wielder can apply any metamagic feats she knows when she casts the spells above from the staff. This consumes a number of charges equal to the number of spell levels increased by the feat. She can apply no more than one metamagic feat to a spell cast from the staff in this way. Using the staff for this purpose does not increase the casting time of the spell.","Craft Magic Arms and Armor, Craft Staff, ray of enfeeblement, spectral hand, vampiric touch","15,300 gp",Staff,Ultimate Equipment,moderate,5,30000,15300,,+1/+1 quarterstaff,1664
Staff Of The Planes,strong conjuration,13,none,"63,960 gp",5 lbs.,"This obsidian staff twinkles as if reflecting the star-filled sky at night. The staff allows use of the following spells.  • Planar adaptation (1 charge; Advanced Player's Guide)  • Planar binding (2 charges)  • Plane shift (5 charges)  If the staff of the planes is fully charged, the wielder can deliberately snap the staff, causing it do shatter into thousands of pieces but opening a gate to a plane of the wielder's choice. This can only be used for planar travel, and the connection lasts for 1 minute, without requiring the wielder's concentration. If used in this way, the staff cannot be repaired or restored.","Craft Staff, planar adaptation, planar binding, plane shift","31,980 gp",Staff,Ultimate Equipment,strong,5,63960,31980,,,1665
Staff Of The Scout,moderate conjuration,8,none,"9,600 gp",4 lbs.,"This staff is carefully crafted from the branches of a tree, still intertwined as they grew and crowned with living leaves. The staff allows use of the following spells:  • Know direction (1 charge)  • Pass without trace (1 charge)  • Summon nature's ally I (2 charges)","Craft Staff, know direction, pass without trace, summon nature's ally I","4,800 gp",Staff,Ultimate Equipment,moderate,4,9600,4800,,,1666
Staff Of The Woodlands,strong varies,13,none,"100,400 gp",5 lbs.,"Appearing to have grown naturally into its shape, this oak, ash, or yew staff allows use of the following spells:  • Charm animal (1 charge)  • Speak with animals (1 charge)  • Barkskin (2 charges)  • Summon nature's ally VI (3 charges)  • Wall of thorns (3 charges)  • Animate plants (4 charges)  The staff may be used as a weapon, functioning as a +2 quarterstaff. The staff of the woodlands also allows its wielder to cast pass without trace at will, with no charge cost. These two attributes continue to function after all the charges are expended.","Craft Magic Arms and Armor, Craft Staff, animate plants, barkskin, charm animal, pass without trace, speak with animals, summon nature's ally VI, wall of thorns","50,500 gp",Staff,Ultimate Equipment,strong,5,100400,50500,,+2 quarterstaff,1667
Staff Of Toxins,moderate varies,9,none,"34,200 gp",5 lbs.,This length of hemlock-shrouded oak gives off the faintest whiff of rot and corruption. It allows use of the following spells:   • Stinking cloud (1 charge)   • Cloudkill (2 charges),"Craft Staff, cloudkill, stinking cloud","17,100 gp",Staff,Ultimate Equipment,moderate,5,34200,17100,,,1668
Staff Of Transmutation,strong transmutation,13,none,"82,000 gp",5 lbs.,This staff is generally carved from or decorated with petrified wood or fossilized bone that has been etched with tiny but complex runes. It allows use of the following spells:   • Alter self (1 charge)   • Blink (1 charge)   • Expeditious retreat (1 charge)   • Baleful polymorph (2 charges)   • Polymorph (2 charges)   • Disintegrate (3 charges),"Craft Staff, alter self, baleful polymorph, blink, disintegrate, expeditious retreat, polymorph","41,000 gp",Staff,Ultimate Equipment,strong,5,82000,41000,,,1669
Staff Of Traps,moderate abjuration,8,none,"56,925 gp",5 lbs.,"The tip of this dark wooden shaft holds a piece of hard, chalk-like stone between black, clawlike protrusions. The staff allows use of the following spells:   • Alarm (1 charge)   • Magic mouth (1 charge)   • Phantom trap (1 charge)   • Explosive runes (2 charges)   • Fire trap (2 charges)   • Sepia snake sigil (2 charges)","Craft Staff, alarm, explosive runes, fire trap, magic mouth, phantom trap, sepia snake sigil","36,525 gp",Staff,Ultimate Equipment,moderate,5,56925,36525,,,1670
Staff Of Travel,moderate conjuration,9,none,"54,400 gp",3 lbs.,"This staff appears to be nothing more than a finely made walking stick, but closer inspection reveals that it is inlaid with a fine copper tracery that makes up an intricate and incomprehensible arcane map. The staff allows use of the following spells:  • Dimension door (1 charge)  • Fly (1 charge)  • Teleport (2 charges)  In addition to these spells, the wielder of the staff of travel receives a +10-foot enhancement bonus to his base speed.","Craft Staff, dimension door, expeditious retreat, fly, teleport","27,200 gp",Staff,Ultimate Equipment,moderate,3,54400,27200,,,1671
Staff Of Tricks,moderate illusion,8,none,"8,800 gp",3 lbs.,"This thin staff is made of stiff wood that has been wrapped in colorful bands of cloth and topped with a number of feathers, bells, and other decorative baubles. The staff allows use of the following spells:   • Ghost sound (1 charge)   • Mage hand (1 charge)   • Prestidigitation (1 charge)   • Silent image (2 charges)","Craft Staff, ghost sound, mage hand, prestidigitation, silent image","4,400 gp",Staff,Ultimate Equipment,moderate,3,8800,4400,,,1672
Staff Of Understanding,moderate divination,8,none,"14,400 gp",5 lbs.,"This polished maple or oak staff is inlaid with ivory strips along its length, and runes of various languages also formed from inlaid ivory span the shaft. It allows use of the following spells: • Comprehend languages (1 charge) • Detect thoughts (2 charges) • Tongues (2 charges)","Craft Staff, comprehend languages, detect thoughts, tongues","7,200 gp",Staff,Ultimate Equipment,moderate,5,14400,7200,,,1673
Staff Of Vision,moderate divination,11,none,"86,666 gp",5 lbs.,"A clear crystal orb is affixed to the top of this length of brass and scaled skin, and a smaller, crimson orb is set into a spherical ornament near the base of the shaft. The staff allows use of the following spells:   • Arcane eye (1 charge)   • Arcane sight (1 charge)   • See invisibility (1 charge)   • Prying eyes (2 charges)   • Scrying (2 charges)   • True seeing (3 charges)","Craft Staff, arcane eye, arcane sight, prying eyes, scrying, see invisibility, true seeing","45,416 gp",Staff,Ultimate Equipment,moderate,5,86666,45416,,,1674
Staff Of Weather,strong varies,13,none,"84,066 gp",5 lbs.,"The carved surface of this solid oaken beam always depicts a scene with the opposite qualities of the current weather (rainy on dry days, dry on rainy days, and so on). It allows use of the following spells:   • Fog cloud (1 charge)   • Gust of wind (1 charge)   • Wind wall (1 charge)   • Ice storm (2 charges)   • Sleet storm (2 charges)   • Control weather (3 charges)","Craft Staff, control weather, fog cloud, gust of wind, ice storm, sleet storm, wind wall","42,033 gp",Staff,Ultimate Equipment,strong,5,84066,42033,,,1675
Unholy Staff,moderate evocation,8,none,"29,600 gp",5 lbs.,"This twisted iron staff bears ominous stains along its length, and ends in a black skull with red gemstone eyes. The staff allows use of the following spells:   • Align weapon (evil only, 1 charge)   • Detect good (1 charge)   • Magic circle against good (2 charges)   • Unholy blight (2 charges)","Craft Staff, align weapon, detect good, magic circle against good, unholy blight","14,800 gp",Staff,Ultimate Equipment,moderate,5,29600,14800,,,1676
Doomsday Staff,strong varied,13,none,"52,000 gp",5 lbs.,"This bulky staff is sacred to the cult of Groetus, and its end bears the god's holy symbol-a skull-faced moon. This staff allows the use of the following spells.  • Bestow curse (1 charge)  • Confusion (1 charge)  • Insect plague (1 charge)  • Control weather (2 charges)  • Insanity (2 charges)","Craft Staff, bestow curse, confusion, control weather, doom, insanity, insect plague","26,000 gp",Staff,AP 64,strong,5,52000,26000,,,2617
Staff Of The Freed Man,moderate varies,17,none,"51,688 gp",5 lbs.,"Just over 7 feet tall and topped with what looks like a large iron skeleton key, this unassuming oaken staff appears to be nothing but a common walking stick. It allows use of the following spells:   • Detect secret doors (2 charges)   • Knock (2 charges)   • Passwall (3 charges)   • Freedom (5 charges)","Craft Staff, detect secret doors, freedom, knock, passwall","25,840 gp",Staff,Champions Of Purity,moderate,5,51688,25840,,,2702
Staff Of Wings,strong illusion and transmutation,13,none,"59,400 gp",5 lbs.,"Angels crafted the first staff of wings to assist their mortal allies during a fiendish invasion onto the Material Plane. Copies have since been made by secular crafters. A staff of wings is made of light birch and topped with a carved pair of angelic wings made out of precious stone. This staff produces flight effects, and the wielder gains translucent, illusory wings upon casting them. Depending on the alignment and chosen patron of the creator, these wings may appear draconic, feathery, or prismatic, or may have other celestial features. The staff allows the use of the following spells:   • Fly (1 charge)   • Overland flight (2 charges)   • Mass flyAPG (3 charges)","Craft Staff, fly, mass flyAPG, overland flight, silent image","29,700 gp",Staff,Chronicle Of The Righteous,strong,5,59400,29700,,,2715
Winter's Reach,strong evocation and transmutation,19,none,"228,000 gp",5 lbs.,"This staff is made of a single icicle that tapers to a sharpened point at each end. It can be used as a +3 icy burst quarterstaff (only one end of the staff bears this magical enhancement), even if all of its charges are drained. It allows the use of the following spells and abilities:  • FrostbiteUM (1 charge)  • Ice storm (1 charge)  • Freezing sphere (2 charges)  • Icy prisonUM (2 charges)  • Wall of ice (2 charges)  • Cone of cold (3 charges)  • Ice bodyUM (3 charges)  Like a frost brand, Winter's Reach extinguishes all nonmagical fires in a 20-foot radius. As a standard action, it can also dispel lasting fire spells, but not instantaneous effects. The bearer must succeed at a dispel check (1d20+19) against each spell to dispel it. The DC to dispel such spells is 11 + the caster level of the fire spell. The staff can also be used to counterspell any spell with the fire descriptor as if with dispel magic. Dispelling or counterspelling a fire spell in this way uses 1 charge.","Craft Staff, cone of cold, dispel magic, freezing sphere, frostbiteUM, ice bodyUM, ice storm, icy prisonUM, wall of ice","114,000 gp",Staff,AP 72,strong,5,228000,114000,,+3 icy burst quarterstaff,2760
Staff Of Hunting,strong varies,13,none,"51,000 gp",5 lbs.,This length of aged ivory is carved with numerous hunting scenes which seem to animate and tell a story when the staff is rotated. It allows the use of the following spells:   • Acute sensesUM (1 charge)   • Bard's escapeAPG (4 charges)   • Locate creature (2 charges)   • Unwilling shieldAPG (3 charges),"Craft Staff, acute sensesUM, bard's escapeAPG, locate creature, unwilling shieldAPG","25,500 gp",Staff,Dragonslayer's Handbook,strong,5,51000,25500,,,2772
Staff Of Internal Assault,moderate varies,8,none,"20,800 gp",5 lbs.,"Crumbling bark continuously flakes from this solid, aged oak staff without diminishing its size. It allows the use of the following spells:   • Calcific touchAPG (2 charges)   • Corrosive touchUM (1 charge)   • Touch injectionUC (2 charges)","Craft Staff, calcific touchAPG, corrosive touchUM, touch injectionUC","10,400 gp",Staff,Dragonslayer's Handbook,moderate,5,20800,10400,,,2773
Spherewalker's Staff,moderate conjuration,9,none,"43,400 gp",3 lbs.,"This slender darkwood staff is topped either with a star-shaped crystal or a butterfly-like silver head. Sacred to the faith of Desna, a spherewalker's staff allows use of the following spells:  • ant haulAPG (1 charge)  • water walk (1 charge)  • air walk (2 charges)  • dimension door (2 charges)  • freedom of movement (2 charges)  • plane shift (3 charges)  When carried (even when stowed), a spherewalker's staff increases the wielder's base land speed by 10 feet.","Craft Staff, air walk, ant haul, dimension door, freedom of movement, plane shift, water walk, creator must worship Desna","21,700 gp",Staff,AP 75,moderate,3,43400,21700,,,2979
Ember Staff,moderate evocation,8,none,"13,100 gp",3 lbs.,"The reddish brown bark of this charred manzanita branch shows only in patches. The staff is a mere 3 feet long and balanced for use as a masterwork club.  When casting produce flame from the staff, its wielder can choose to set the end of the staff alight instead of producing the flame in her hand. This does not damage the staff, and the spell's damage is added to any melee attacks made with the staff.  • Produce flame (1 charge)  • Scorching ray (2 charges)  • Fireball (4 charges)","Craft Staff, fireball, produce flame, scorching ray","6,700 gp",Staff,Advanced Class Guide,moderate,3,13100,6700,,,3483
Gravedigger's Spade,moderate conjuration and transmutation,8,none,"12,150 gp",4 lbs.,"The sturdy, well-polished oaken shaft and the sharp blade attached to its tip allow this magical staff to be used as a masterwork shovel when not employed in spellcasting.  • Expeditious excavation (1 charge)  • Create pit (2 charges)  • Spiked pit (5 charges)","Craft Staff, expeditious excavationAPG, create pitAPG, spiked pitAPG","6,100 gp",Staff,Advanced Class Guide,moderate,4,12150,6100,,,3484
Monstrification Staff,faint transmutation (polymorph),8,none,"12,000 gp",4 lbs.,"The figures on this scrimshawed ivory staff slowly morph from one monstrous image into another, and often grow to take up more space on the staff's surface. An alchemist or other character capable of creating extracts can pour an extract of enlarge person over this staff to restore 1 charge to the staff or pour an extract of monstrous physique I over it to restore 3 charges.  • Enlarge person (1 charge)  • Monstrous physique I (3 charges)","Craft Staff, enlarge person, monstrous physique IUM, creator must be an alchemist","6,150 gp",Staff,Advanced Class Guide,faint,4,12000,6150,,,3485
Spark Staff,moderate evocation,8,none,"12,650 gp",2 lbs.,"Thin golden strands snake through this transparent shaft, seeming to flow from one brass end-cap to the other. Once per day when the wielder is damaged by an effect that deals at least 10 points of electricity damage, the staff regains 1 charge. This does not reduce the amount of damage the wielder takes from the effect.  • Shocking grasp (1 charge)  • Intensified shocking grasp (2 charges)  • Lightning bolt (5 charges)","Craft Staff, Intensify SpellAPG, lightning bolt, shocking grasp","6,475 gp",Staff,Advanced Class Guide,moderate,2,12650,6475,,,3486
Shory Acolyte's Staff,moderate varies,8,none,"21,600 gp",1 lb.,"These slender crystal shafts span 4 to 5 feet in length, with facets covered in deeply etched white runes of unknown make. Since the only known examples of these staves were discovered near Mount Dowama in the Mwangi Expanse, most scholars   conjecture that they are relics of the Shory. The staff's holder is protected by a continuous feather fall effect. Additionally, the staff contains the following spells:  • Shocking grasp (1 charge)  • Levitate (2 charges)  • Fly (4 charges)","Craft Staff, fly, levitate, shocking grasp","10,800 gp",Staff,Advanced Class Origins,moderate,1,21600,10800,,,3630
Zenj Totem Staff,moderate varies,8,none,"24,800 gp",2 lbs.,"A creature that willingly grasps a zenj totem staff is affected as though it were in a zone of truth. This effect has no saving throw, lasts as long as the creature remains in contact with the staff, and can simultaneously affect as many creatures as can hold the staff at one time. This power is always on, and doesn't need to be activated.  The staff also acts as a normal magical staff and contains the following spells:  • Protection from evil (1 charge)  • Summon nature's ally II (animals only, 2 charges)  • Aura sight (3 charges)  • Summon nature's ally IV (animals only, 4 charges)  A shaman who wields the staff can cast summon nature's ally II and summon nature's ally IV from the staff even though those spells are not on her spell list. Additionally, once per day when a druid or shaman uses the staff to cast either of those spells, she can instead summon the creature to perform a single task for her with a duration of up to 1 hour per level. If summoned in this fashion, the summoned creature refuses to enter combat and is immediately dismissed if it takes damage from any source.","Craft Staff, aura sight, protection from evil, summon nature's ally I, summon nature's ally II, zone of truth","12,400 gp",Staff,Advanced Class Origins,moderate,2,24800,12400,,,3632
Staff Of The Dark Tapestry,moderate conjuration,9,none,"43,500 gp",5 lbs.,"This staff, constructed of dark purple crystal, allows the use of the following spells:  • confusion (2 charges)  • darkness (1 charge)  • fear (2 charges)  • irradiateTG (1 charge)  • planetary adaptationDW (2 charges)  The staff may be used as a weapon, functioning as a +1 impact quarterstaffUE even when its charges are expended.","Craft Magic Arms and Armor, Craft Staff, bull's strength, confusion, darkness, fear, irradiate, planetary adaptation","21,900 gp",Staff,AP 88,moderate,5,43500,21900,,+1 impact quarterstaff,3647
Lasirro's Staff,strong varies,15,none,"240,000 gp",5 lbs.,"Lasirro's staff is a variant staff of power (Pathfinder RPG Ultimate Equipment 199) that allows the wielder to cast a wide range of spells.  • Fireball (heightened to 5th level; 1 charge)  • Flame arrow (1 charge)  • Invisibility (1 charge)  • Knock (1 charge)  • Nondetection (1 charge)  • Widened fog cloud (1 charge)  • Break enchantment (2 charges)  • Greater dispel magic (2 charges)  • Repulsion (2 charges)  • Wall of force (in a 10-foot-diameter hemisphere around the caster only; 2 charges)  Lasirro's Staff is a +2 quarterstaff that grants its wielder a +2 luck bonus to AC and on saving throws. Like a staff of power, it can be intentionally broken by its wielder as a retributive strike. Doing so is a standard action. All creatures and objects within 20 feet of the broken staff take 20 points of damage per charge, those within 40 feet take 15 points of damage per charge, and those within 60 feet take 10 points of damage per charge. Anyone affected who succeeds at a DC 17 Reflex save takes only half damage, though the wielder is always destroyed.  The retributive strike destroys the staff, although it reforms on the anniversary of Lasirro's death 10d10 years later somewhere on the Material Plane within 100 miles of one of Lasirro's descendants.","Craft Magic Arms and Armor, Craft Staff, Heighten Spell, Widen Spell, break enchantment, fireball, flame arrow, greater dispel magic, invisibility, knock, nondetection, repulsion, wall of force","120,000 gp",Staff,Lost Treasures,strong,5,240000,120000,,+2 quarterstaff,3731
Vril Staff,strong transmutation,15,none,"200,000 gp",5 lbs.,"This hollow, silver staff is covered in intricate glyphs and  flute-like keys, and allows use of the following spells:  • Mage hand (1 charge)  • Cure light wounds (1 charge)  • Cure moderate wounds (2 charges)  • Telekinesis (2 charges)  • Repulsion (3 charges)  If the wielder of a vril staff is a spellcaster, as a standard action, she can expend 1 charge and sacrifice a prepared spell or unused spell slot of 1st level or higher to channel the power through the staff as a blast of raw magical energy known as vril. This ray resolves as a ranged touch attack with a range of 30 feet, and the wielder chooses whether it deals damage or heals. The amount of damage dealt or healed by the ray is equal to 1d6 points per level of the spell sacrificed + 1 point per caster level of the wielder.  In the hands of a kineticist, the staff functions differently. By spending 1 charge from the staff as part of her kinetic blast, the kineticist can use a new basic energy blast called a vril blast. This blast deals untyped damage. A vril blast works only with form and substance infusions that specify that they work on any blast. If the kineticist instead spends 3 charges, her vril blast's intensity increases and it ignores spell resistance. A kineticist can use a vril staff without attempting a Use Magic Device check.  A spellcaster can recharge a vril staff normally. A kineticist can restore a single charge to a vril staff by accepting 3 points of burn.","Craft Staff, cure light wounds, cure moderate wounds, mage hand, repulsion, telekinesis","100,000 gp",Staff,Occult Adventures,strong,5,200000,100000,,,3978
Staff Of The Pyre Lord,moderate evocation,8,none,"8,800 gp",1 lb.,"This staff is carved entirely of polished obsidian inset with rubies. Flickering flames seem to dance across its surface. As the wielder goes up in level, the illusory flames grow larger and change in color, starting out a faint yellow and eventually becoming a deep blue. This staff allows the use of the following spells.  • Spark (1 charge)  • Scorching ray (2 charges)  10th Level: Scorching ray now costs only 1 charge, and the staff allows the use of fireball for 2 charges.  12th Level: The staff's fireball spells become empowered fireball. The staff counts as a +1 flaming quarterstaff when used as a weapon.  14th Level: The staff allows the use of summon monster VI for 2 charges to summon fire elementals only.  16th Level: The staff replaces summon monster VI with summon monster VIII for 3 charges to summon fire elementals only. It also allows the use of fire storm for 2 charges.  18th Level: The staff allows the use of meteor swarm for 3 charges. The cost for summon monster VIII decreases to 2 charges, and empowered fireball now costs 1 charge.  20th Level: The cost of meteor swarm and fire storm each decrease to 1 charge.","Craft Staff, Empower Spell, fire storm, fireball, meteor swarm, scorching ray, spark, summon monster VI, summon monster VIII","132,000 gp",Staff,Pathfinder Unchained,moderate,1,8800,132000,,,4133
Staff Of Ways,moderate transmutation,10,none,"8,000 gp",1 lb.,"This wooden staff is carved with intricate patterns of waves, wind, trails, and vines. As the wielder goes up in level, the patterns begin to move, slowly at first, but gradually increasing in speed and magnitude. At the highest levels, the staff appears to be filled with a twisting and complex nature scene, with forking paths and raging tsunamis. This staff allows the use of the following spells.  • Longstrider (1 charge)  • Expeditious retreat (2 charges)  • Monkey fishACG (2 charges)  12th Level: The staff allows the use of spider climb for  2 charges. The cost of expeditious retreat and monkey fish each reduce to 1 charge.  14th Level: The staff allows the use of fly for 2 charges. The cost of spider climb decreases to 1 charge.  16th Level: The staff grants its owner a permanent +10-foot enhancement bonus to her base movement speed, a swim speed of 10 feet, and a climb speed of 10 feet. The staff can no longer be used to cast longstrider or monkey fish. The staff allows the use of freedom of movement for 2 charges and water breathing for 3 charges. The cost of fly decreases to 1 charge.  18th Level: The staff allows the use of find the path for 3 charges. The cost for water breathing decreases to 1 charge.  20th Level: The staff grants its owner a fly speed of 30 feet (poor maneuverability). Find the path now costs 2 charges, and freedom of movement costs only 1 charge. If the staff's wielder breaks the staff in two as a full-round action, she can transport herself and up to 19 allies to a safe location she knows extremely well. This ability ignores local conditions as if it were the transport travelers effect of a wish.","Craft Staff, expeditious retreat, find the path, fly, freedom of movement, longstrider, monkey fish, spider climb, water breathing","66,500 gp",Staff,Pathfinder Unchained,moderate,1,8000,66500,,,4134
Staff Of The Prime Mover,moderate evocation,10,none,"38,300 gp",2 lbs.,"This slender silver cane feels more unwieldy than its low weight might suggest, as if a hidden force fights its wielder for control. The staff functions as a +1/+1 anchoringUE mithral quarterstaff, and allows use of the following spells.  • Kinetic reverberationUC (1 charge)  • Force hook chargeUM (2 charges)  • Force punchUM (2 charges)  As long as the staff's anchoring special ability is in effect, these spells work differently when cast by the wielder, as noted below.  Kinetic reverberation not only damages an attacker's weapon, but also pushes the attacker away. Immediately after the spell's damage is dealt, as an immediate action, the wielder may attempt a bull rush combat maneuver against his attacker, using his opponent's attack bonus as his combat maneuver bonus. This combat maneuver does not provoke attacks of opportunity and the wielder does not move with his opponent.  Force hook charge pulls the target to a square adjacent to the staff on a successful ranged touch attack, rather than pulling the staff and wielder toward the target. The spell's target may resist this pull with a successful Fortitude save. This movement does not provoke attacks of opportunity.  Force punch deals 1d6 points of force damage to its target per caster level (maximum 10d6) against an opponent that is affected by the staff's anchoring special ability, rather than 1d4 points of force damage per caster level. An anchored opponent is not pushed away.","Craft Magic Arms and Armor, Craft Staff, force hook chargeUM, force punchUM, kinetic reverberationUC, levitate","20,300 gp",Staff,Down The Blighted Path,moderate,2,38300,20300,,+1/+1 anchoring mithral quarterstaff,4252
Cephalopod Staff,moderate conjuration,11,none,"22,800 gp",4 lbs.,"This dark mahogany staff is carved in the shape of a squid's tentacle and smells strongly of seawater. When grasped, the staff animates, writhing momentarily until it regains its rigid, wooden form. As a swift action, the wielder can transform the staff into a long, flexible weapon that functions as a masterwork whip. The staff reverts to its normal form at the beginning of the wielder's next turn.  The staff allows the use of the following spells.  • Summon monster II (octopus or squid only; 1 charge)  • Black tentacles (3 charges)  • Summon monster VI (giant octopus only; 5 charges)","Craft Staff, black tentacles, summon monster VI","11,400 gp",Staff,Horror Adventures,moderate,4,22800,11400,,,4435
