Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Rod Of Thunder And Lightning,moderate evocation,9,none,"33,000 gp",5 lbs.,"Constructed of iron set with silver rivets, this rod has the properties of a +2 light mace. Its other powers are as follows.  • Lightning: Once per day, when the wielder desires, a short spark of electricity can leap forth when the rod strikes an opponent to deal the normal damage for a +2 light mace (1d6+2) and an extra 2d6 points of electricity damage. Even when the rod fails to score a normal hit in combat, if the roll was good enough to count as a successful melee touch attack, then the 2d6 points of electricity damage still apply. The wielder activates this power as a free action, and it works if he strikes an opponent within 1 round.  • Lightning Stroke: Once per day as a standard action, the wielder can cause the rod to shoot out a 5-foot-wide lightning bolt dealing 9 d6 points o f electricity damage (Reflex DC 16 half) to a range of 200 feet.  • Thunder: Once per day, the rod can strike as a +3 light mace, and the opponent struck is stunned from the noise of the rod's impact (Fortitude DC 16 negates). Activating this sonic power counts as a free action, and it works if the wielder strikes an opponent within 1 round.  • Thunderclap: Once per day as a standard action, the wielder can cause the rod to give out a deafening noise, just as a shout spell (Fortitude DC 16 partial, 2d6 points of sonic damage, target deafened for 2d6 rounds).  • Thunder and Lightning: Once per week as a standard action, the wielder of the rod can combine the thunderclap power with a lightning bolt, as in the lightning stroke power. The thunderclap affects all creatures within 10 feet of the bolt. The lightning stroke deals 9d6 points of electricity damage (count rolls of 1 or 2 as rolls of 3, for a range of 27 to 54 points), and the thunderclap deals 2d6 points of sonic damage. A single DC 16 Reflex save applies for both effects.","Craft Magic Arms and Armor, Craft Rod, lightning bolt, shout","16,500 gp",Rod,Ultimate Equipment,moderate,5,33000,16500,,+2 light mace|+3 light mace,1508
Rod Of Thunderous Force,moderate evocation,9,none,"5,400 gp",5 lbs.,"This mahogany rod is etched with the image of whirling storm clouds. Once per day on command, the wielder can slam the rod against the ground, releasing a concussive wave of sonic and force energy. This creates a 20-foot radius burst centered on the wielder. While it causes no damage, those within the burst must succeed at a DC 19 Fortitude save or fall prone and be deafened for 1d4 rounds. The wielder is unaffected by this blast. This effect is a force and sonic effect.","Craft Rod, blindness/deafness, wall of force","2,700 gp",Rod,Ultimate Equipment,moderate,5,5400,2700,,,1509
Rod Of Withering,strong necromancy,13,none,"25,000 gp",5 lbs.,"A rod of withering acts as a +1 light mace that deals no hit point damage. Instead, the wielder deals 1d4 points of Strength damage and 1d4 points of Constitution damage to any creature she touches with the rod (by making a melee touch attack). If she scores a critical hit, the damage from that hit is permanent ability drain. In either case, the defender negates the effect with a DC 17 Fortitude save.","Craft Magic Arms and Armor, Craft Rod, contagion","12,500 gp",Rod,Ultimate Equipment,strong,5,25000,12500,,+1 light mace,1510
Rod Of Wonder,moderate enchantment,10,none,"12,000 gp",5 lbs.,"A rod of wonder is a strange and unpredictable device that randomly generates any number of weird effects each time it is used. Activating the rod is a standard action. Typical powers of the rod include the following.  d% WONDROUS EFFECT  01-05 Target affected by slow for 10 rounds (Will DC 15 negates).  06-10 Faerie fire surrounds the target.  11-15 Deludes the wielder for 1 round into believing the rod functions as indicated by a second die roll (no save).  16-20 Gust of wind, but at windstorm force (Fortitude DC 14 negates).  21-25 Wielder learns the target's surface thoughts (as with detect thoughts) for 1d4 rounds (no save).  26-30 Stinking cloud appears at 30-foot range (Fortitude DC 15 negates).  31-33 Heavy rain falls for 1 round in 60-foot radius centered on the rod wielder.  34-36 Summons an animal-a rhino (01-25 on d%), elephant (26-50), or mouse (51-100).  37-46 Lightning bolt (70 foot long, 5 foot wide), 6d6 points of damage (Reflex DC 15 half).  47-49 A stream of 600 large butterflies pours forth and flutters around for 2 rounds, blinding everyone within 25 foot (Reflex DC 14 negates).  50-53 Target is affected by enlarge person if within 60 feet of rod (Fortitude DC 13 negates).  54-58 Darkness, 30-foot-diameter hemisphere, centered 30 feet away from rod.  59-62 Grass grows in 160-square-foot area before the rod, or grass existing there grows to 10 times its normal size.  63-65 Any nonliving object of up to 1,000 pounds of mass and up to 30 cubic feet in size turns ethereal.  66-69 Reduce wielder two size categories (no save) for 1 day.  70-79 Fireball at target or 100 feet straight ahead, 6d6 points of damage (Reflex DC 15 half).  80-84 Invisibility covers the rod's wielder.  85-87 Leaves grow from the target if within 60 feet of the rod. These last 24 hours.  88-90 10-40 gems, value 1 gp each, shoot forth in a 30-foot-long stream. Each gem deals 1 point of damage to any creature in its path: roll 5d4 for the number of hits and divide them among the available targets.  91-95 Shimmering colors dance and play over a 40-foot-by-30-foot area in front of rod. Creatures therein are blinded for 1d6 rounds (Fortitude DC 15 negates).  96-97 Wielder (50% chance) or the target (50% chance) turns permanently blue, green, or purple (no save).  98-100 Flesh to stone (or stone to flesh if the target is stone already) if the target is within 60 feet (Fortitude DC 18 negates).","Craft Rod, confusion, creator must be chaotic","6,000 gp",Rod,Ultimate Equipment,moderate,5,12000,6000,,,1511
Sapling Rod,moderate conjuration and transmutation,9,none,"16,650 gp",5 lbs.,"This rod appears to be the limbless trunk and branching roots of a miniature tree. It grants its wielder a +5 competence bonus on Survival checks to get along in the wild and to keep from getting lost. Additionally the wielder and any allies within a 20-foot radius of the wielder gain the benefits of the ranger's woodland stride class feature.   If thrust into any natural ground or earth and allowed to stand for 1 hour, the rod grows and blooms into a large tree bearing edible fruit. A sapling rod produces 2d4 pieces of fruit. A creature that consumes an entire piece of fruit gains the benefits of either a cure moderate wounds or lesser restoration spell (recipient's choice). Consuming a piece of fruit from a sapling rod is a full-round action that provokes attacks of opportunity, and no single creature can benefit from more than two piece of fruit from a single blooming. A sapling rod can bloom once per week and after doing so reverts to its original state after all the fruit is picked, or after 24 hours, whichever comes first. Fruit harvested from the tree lasts for 24 hours before shriveling into useless husks.","Craft Rod, cure moderate wounds, grove of respite (Advanced Player's Guide), lesser restoration","8,325 gp",Rod,Ultimate Equipment,moderate,5,16650,8325,,,1512
Scepter Of Heaven,moderate evocation,10,none,"74,000 gp",3 lbs.,"This ornate scepter of bronze and mithral has a flanged head like a golden-white sunburst. A scepter of heaven acts as a +1 evil outsider bane morningstar. The scepter has the following powers when wielded by a good-aligned creature.  • The wielder of a scepter of heaven gains a +2 sacred bonus on caster level checks made to dispel magic against with the evil descriptor or effects created by evil outsiders.  • The wielder can use the scepter to use bless weapon on command and at will as the spell.  • Once per day on command, if the wielder can shoot a spear of purity (Ultimate Magic) from the scepter.  If the wielder of a scepter of heaven wears a crown of heaven, the scepter's caster level increases to 15th (increasing its aura to strong) and, when used as a weapon, it gains the holy property. A good-aligned wielder may also use holy smite, holy sword, and holy word, as the spells, once per day each.  A scepter of heaven is of good alignment, and any evil creature attempting to wield one gains one negative level. The negative level remains as long as the rod is in hand and disappears when the rod is no longer held. This negative level cannot be overcome in any way (including restoration spells) while the rod is being held.","Craft Magic Arms and Armor, Craft Rod, bless weapon, dispel evil, holy smite, holy sword, holy word, spear of purity, creator must be good","37,000 gp",Rod,Ultimate Equipment,moderate,3,74000,37000,,+1 evil outsider bane morningstar,1513
Suzerain Scepter,moderate enchantment,7,none,"20,000 gp",5 lbs.,"This ornately bejeweled baton confers the mark of rightful rulership on its bearer. The wielder of this scepter gains a +5 competence bonus on Knowledge (nobility) and Diplomacy checks. Furthermore, once per day, and on command, the wielder can affect up to seven living creatures with good hope, as the spell. If the wielder of a suzerain scepter has the Leadership feat, she may attract double the normal number of followers for her Leadership score; however, if the rod is out of the wielder's possession for more than 1 week these extra followers leave. In addition, a suzerain scepter radiates a continuous bless effect that affects any cohort, follower, animal companion, familiar, special mount, or creature charmed or summoned by the wielder (but not called creatures or those under dominate or other compulsion effects). Whenever the wielder creates an effect that provides a morale bonus to such creatures (not including the scepter's bless effect), that bonus increases by 1.","Craft Rod, Leadership, bless, good hope, greater command, the creator must have the Leadership feat","10,000 gp",Rod,Ultimate Equipment,moderate,5,20000,10000,,,1514
Trap-stealer's Rod,strong transmutation,15,none,"13,500 gp",5 lbs.,"This sturdy iron rod is forged with pronounced angles to allow for strong gripping, inscribed with images and sayings of trickster figures from myths and common folklore. Hooked at one end, a trap-stealer's rod functions as an exceptional crowbar, granting the user a +4 circumstance bonus on Strength checks made to force open a door or chest when using it to do such.   In addition, on command, the wielder can transform the rod into a magical set of thieves' tools. Using these grant a +4 competence bonus on Disable Device checks. The wielder can transform these tools into the rod again with a command.   Lastly, if the rod's bearer successfully disables a trap with the thieves' tools and beats the DC to disable the trap by 5 or more, he can magically steal the disabled trap. A stolen trap disappears from the surrounding area, siphoned into extradimensional space that is connected to the rod. Terrain around the trap reworks itself as if the trap never had existed, though doorways and portals that supported a trap remain unaffected. At any time during the next 24 hours, the rod's wielder can place the stored trap in a new location where it operates as normal. The new location must be able to support the trap's placement; for example a stolen pit trap could be taken from a dungeon floor and replaced on a dirt road, but not upon the surface of a river or lake, and the effectiveness of the placement is subject to GM discretion. Placing a stolen trap into a location that does not support it wastes the effect and magically transports the trap back to its original location. Whether successfully placed into a new location or not, a stolen trap returns to its original location after 24 hours. This ability functions once per day.","Craft Rod, create pit, knock, plane shift","6,750 gp",Rod,Ultimate Equipment,strong,5,13500,6750,,,1515
"Bouncing Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that bounce as though using the Bouncing Spell feat (Advanced Player's Guide).,"Craft Rod, Bouncing Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1516
Bouncing Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that bounce as though using the Bouncing Spell feat (Advanced Player's Guide).,"Craft Rod, Bouncing Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1517
"Bouncing Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that bounce as though using the Bouncing Spell feat (Advanced Player's Guide).,"Craft Rod, Bouncing Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1518
"Burning Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,The wielder can cast up to three spells per day that deal extra acid or fire damage as though using the Burning Spell feat (Ultimate Magic).,"Craft Rod, Burning Spell","4,500 gp",Rod,Ultimate Equipment,strong,5,9000,4500,,,1519
Burning Metamagic Rod,strong (no school),17,none,"32,500 gp",5 lbs.,The wielder can cast up to three spells per day that deal extra acid or fire damage as though using the Burning Spell feat (Ultimate Magic).,"Craft Rod, Burning Spell","16,250 gp",Rod,Ultimate Equipment,strong,5,32500,16250,,,1520
"Burning Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",5 lbs.,The wielder can cast up to three spells per day that deal extra acid or fire damage as though using the Burning Spell feat (Ultimate Magic).,"Craft Rod, Burning Spell","36,500 gp",Rod,Ultimate Equipment,strong,5,73000,36500,,,1521
"Concussive Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,"Up to three times per day the wielder can cast a spell with the sonic descriptor that causes those who take damage from that spell to take a -2 penalty on attack rolls, saving throws, skill checks, and ability checks for a number of rounds equal to the actual spell level of the spell cast as though using the Concussive Spell feat (Ultimate Magic).","Craft Rod, Concussive Spell","4,500 gp",Rod,Ultimate Equipment,strong,5,9000,4500,,,1522
Concussive Metamagic Rod,strong (no school),17,none,"32,500 gp",5 lbs.,"Up to three times per day the wielder can cast a spell with the sonic descriptor that causes those who take damage from that spell to take a -2 penalty on attack rolls, saving throws, skill checks, and ability checks for a number of rounds equal to the actual spell level of the spell cast as though using the Concussive Spell feat (Ultimate Magic).","Craft Rod, Concussive Spell","16,250 gp",Rod,Ultimate Equipment,strong,5,32500,16250,,,1523
"Concussive Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",5 lbs.,"Up to three times per day the wielder can cast a spell with the sonic descriptor that causes those who take damage from that spell to take a -2 penalty on attack rolls, saving throws, skill checks, and ability checks for a number of rounds equal to the actual spell level of the spell cast as though using the Concussive Spell feat (Ultimate Magic).","Craft Rod, Concussive Spell","36,500  gp",Rod,Ultimate Equipment,strong,5,73000,36500,,,1524
"Dazing Metamagic Rod, Lesser",strong (no school),17,none,"14,000 gp",5 lbs.,The wielder can cast up to three spells per day that daze affected creatures as though using the Dazing Spell feat (Advanced Player's Guide).,"Craft Rod, Dazing Spell","7,000 gp",Rod,Ultimate Equipment,strong,5,14000,7000,,,1525
Dazing Metamagic Rod,strong (no school),17,none,"54,000 gp",5 lbs.,The wielder can cast up to three spells per day that daze affected creatures as though using the Dazing Spell feat (Advanced Player's Guide).,"Craft Rod, Dazing Spell","27,000 gp",Rod,Ultimate Equipment,strong,5,54000,27000,,,1526
"Dazing Metamagic Rod, Greater",strong (no school),17,none,"121,500 gp",5 lbs.,The wielder can cast up to three spells per day that daze affected creatures as though using the Dazing Spell feat (Advanced Player's Guide).,"Craft Rod, Dazing Spell","60,750 gp",Rod,Ultimate Equipment,strong,5,121500,60750,,,1527
"Disruptive Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that are disruptive as though using the Disruptive Spell feat (Advanced Player's Guide).,"Craft Rod, Disruptive Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1528
Disruptive Metamagic Rod,strong (no school),17,none,"11,000  gp",5 lbs.,The wielder can cast up to three spells per day that are disruptive as though using the Disruptive Spell feat (Advanced Player's Guide).,"Craft Rod, Disruptive Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1529
"Disruptive Metamagic Rod, Greater",strong (no school),17,none,"24,500  gp",5 lbs.,The wielder can cast up to three spells per day that are disruptive as though using the Disruptive Spell feat (Advanced Player's Guide).,"Craft Rod, Disruptive Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1530
"Echoing Metamagic Rod, Lesser",strong (no school),17,none,"14,000 gp",5 lbs.,The wielder can cast up to three spells per day that can be cast an additional time that day as if using the Echoing Spell feat (Ultimate Magic).,"Craft Rod, Echoing Spell","7,000 gp",Rod,Ultimate Equipment,strong,5,14000,7000,,,1531
Echoing Metamagic Rod,strong (no school),17,none,"54,000 gp",5 lbs.,The wielder can cast up to three spells per day that can be cast an additional time that day as if using the Echoing Spell feat (Ultimate Magic).,"Craft Rod, Echoing Spell","27,000 gp",Rod,Ultimate Equipment,strong,5,54000,27000,,,1532
"Echoing Metamagic Rod, Greater",strong (no school),17,none,"121,500 gp",5 lbs.,The wielder can cast up to three spells per day that can be cast an additional time that day as if using the Echoing Spell feat (Ultimate Magic).,"Craft Rod, Echoing Spell","60,750 gp",Rod,Ultimate Equipment,strong,5,121500,60750,,,1533
"Ectoplasmic Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,"The wielder can cast up to three spells per day that have full effect against incorporeal creatures, as though she were using the Ectoplasmic Spell feat (Advanced Player's Guide 158).","Craft Rod, Ectoplasmic Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1534
Ectoplasmic Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,"The wielder can cast up to three spells per day that have full effect against incorporeal creatures, as though she were using the Ectoplasmic Spell feat (Advanced Player's Guide 158).","Craft Rod, Ectoplasmic Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1535
"Ectoplasmic Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,"The wielder can cast up to three spells per day that have full effect against incorporeal creatures, as though she were using the Ectoplasmic Spell feat (Advanced Player's Guide 158).","Craft Rod, Ectoplasmic Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1536
"Elemental Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,"Each elemental metamagic rod is built with the power to control and transform a specific energy type (acid, cold, electricity, or fire). The wielder can cast up to three spells per day that deal damage of the rod's energy type instead of the spell's normal damage type, as though using the Elemental Spell feat (Advanced Player's Guide). For example, an elemental metamagic rod (cold) always makes spells deal cold damage.","Craft Rod, Elemental Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1537
Elemental Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,"Each elemental metamagic rod is built with the power to control and transform a specific energy type (acid, cold, electricity, or fire). The wielder can cast up to three spells per day that deal damage of the rod's energy type instead of the spell's normal damage type, as though using the Elemental Spell feat (Advanced Player's Guide). For example, an elemental metamagic rod (cold) always makes spells deal cold damage.","Craft Rod, Elemental Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1538
"Elemental Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,"Each elemental metamagic rod is built with the power to control and transform a specific energy type (acid, cold, electricity, or fire). The wielder can cast up to three spells per day that deal damage of the rod's energy type instead of the spell's normal damage type, as though using the Elemental Spell feat (Advanced Player's Guide). For example, an elemental metamagic rod (cold) always makes spells deal cold damage.","Craft Rod, Elemental Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1539
"Empower Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,The wielder can cast up to three spells per day that are empowered as though using the Empower Spell feat.,"Craft Rod, Empower Spell","4,500 gp",Rod,Ultimate Equipment,strong,5,9000,4500,,,1540
Empower Metamagic Rod,strong (no school),17,none,"32,500 gp",5 lbs.,The wielder can cast up to three spells per day that are empowered as though using the Empower Spell feat.,"Craft Rod, Empower Spell","16,250 gp",Rod,Ultimate Equipment,strong,5,32500,16250,,,1541
"Empower Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",5 lbs.,The wielder can cast up to three spells per day that are empowered as though using the Empower Spell feat.,"Craft Rod, Empower Spell","36,500 gp",Rod,Ultimate Equipment,strong,5,73000,36500,,,1542
"Enlarge Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that are enlarged as though using the Enlarge Spell feat.,"Craft Rod, Enlarge Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1543
Enlarge Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that are enlarged as though using the Enlarge Spell feat.,"Craft Rod, Enlarge Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1544
"Enlarge Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that are enlarged as though using the Enlarge Spell feat.,"Craft Rod, Enlarge Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1545
"Extend Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that are extended as though using the Extend Spell feat.,"Craft Rod, Extend Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1546
Extend Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that are extended as though using the Extend Spell feat.,"Craft Rod, Extend Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1547
"Extend Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that are extended as though using the Extend Spell feat.,"Craft Rod, Extend Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1548
"Flaring Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,"The wielder can cast up to three spells per day with the electricity, fire, or light descriptor that dazzle creatures that take damage from that spell for a number of rounds equal to the actual level of that spell as though using the Flaring Spell feat (Ultimate Magic).","Craft Rod, Flaring Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1549
Flaring Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,"The wielder can cast up to three spells per day with the electricity, fire, or light descriptor that dazzle creatures that take damage from that spell for a number of rounds equal to the actual level of that spell as though using the Flaring Spell feat (Ultimate Magic).","Craft Rod, Flaring Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1550
"Flaring Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,"The wielder can cast up to three spells per day with the electricity, fire, or light descriptor that dazzle creatures that take damage from that spell for a number of rounds equal to the actual level of that spell as though using the Flaring Spell feat (Ultimate Magic).","Craft Rod, Flaring Spell","12,500 gp",Rod,Ultimate Equipment,strong,5,24500,12500,,,1551
"Focused Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that are focused as though using the Focused Spell feat (Advanced Player's Guide 160).,"Craft Rod, Focused Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1552
Focused Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that are focused as though using the Focused Spell feat (Advanced Player's Guide 160).,"Craft Rod, Focused Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1553
"Focused Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that are focused as though using the Focused Spell feat (Advanced Player's Guide 160).,"Craft Rod, Focused Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1554
"Intensified Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that are intensified as though using the Intensified Spell feat (Advanced Player's Guide).,"Craft Rod, Intensified Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1555
Intensified Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that are intensified as though using the Intensified Spell feat (Advanced Player's Guide).,"Craft Rod, Intensified Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1556
"Intensified Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that are intensified as though using the Intensified Spell feat (Advanced Player's Guide).,"Craft Rod, Intensified Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1557
"Lingering Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that linger for 1 round as though using the Lingering Spell feat (Advanced Player's Guide).,"Craft Rod, Lingering Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1558
Lingering Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that linger for 1 round as though using the Lingering Spell feat (Advanced Player's Guide).,"Craft Rod, Lingering Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1559
"Lingering Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that linger for 1 round as though using the Lingering Spell feat (Advanced Player's Guide).,"Craft Rod, Lingering Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1560
"Maximize Metamagic Rod, Lesser",strong (no school),17,none,"14,000 gp",5 lbs.,The wielder can cast up to three spells per day that are maximized as though using the Maximize Spell feat.,"Craft Rod, Maximize Spell","7,000 gp",Rod,Ultimate Equipment,strong,5,14000,7000,,,1561
Maximize Metamagic Rod,strong (no school),17,none,"54,000 gp",5 lbs.,The wielder can cast up to three spells per day that are maximized as though using the Maximize Spell feat.,"Craft Rod, Maximize Spell","27,000 gp",Rod,Ultimate Equipment,strong,5,54000,27000,,,1562
"Maximize Metamagic Rod, Greater",strong (no school),17,none,"121,500 gp",5 lbs.,The wielder can cast up to three spells per day that are maximized as though using the Maximize Spell feat.,"Craft Rod, Maximize Spell","60,750 gp",Rod,Ultimate Equipment,strong,5,121500,60750,,,1563
"Merciful Metamagic Rod, Lesser",strong (no school),17,none,"1,500 gp",5 lbs.,The wielder can cast up to three spells per day that deal nonlethal damage as though using the Merciful Spell feat (Advanced Player's Guide).,"Craft Rod, Merciful Spell",750 gp,Rod,Ultimate Equipment,strong,5,1500,750,,,1564
Merciful Metamagic Rod,strong (no school),17,none,"5,500 gp",5 lbs.,The wielder can cast up to three spells per day that deal nonlethal damage as though using the Merciful Spell feat (Advanced Player's Guide).,"Craft Rod, Merciful Spell","2,750 gp",Rod,Ultimate Equipment,strong,5,5500,2750,,,1565
"Merciful Metamagic Rod, Greater",strong (no school),17,none,"12,250 gp",5 lbs.,The wielder can cast up to three spells per day that deal nonlethal damage as though using the Merciful Spell feat (Advanced Player's Guide).,"Craft Rod, Merciful Spell","6,125 gp",Rod,Ultimate Equipment,strong,5,12250,6125,,,1566
"Persistent Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,The wielder can cast up to three spells per day as though using the Persistent Spell feat (Advanced Player's Guide).,"Craft Rod, Persistent Spell","4,500 gp",Rod,Ultimate Equipment,strong,5,9000,4500,,,1567
Persistent Metamagic Rod,strong (no school),17,none,"32,500 gp",5 lbs.,The wielder can cast up to three spells per day as though using the Persistent Spell feat (Advanced Player's Guide).,"Craft Rod, Persistent Spell","16,250  gp",Rod,Ultimate Equipment,strong,5,32500,16250,,,1568
"Persistent Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",5 lbs.,The wielder can cast up to three spells per day as though using the Persistent Spell feat (Advanced Player's Guide).,"Craft Rod, Persistent Spell","36,500  gp",Rod,Ultimate Equipment,strong,5,73000,36500,,,1569
"Piercing Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that overcome the spell resistance of a target as though use the Piercing Spell feat (Ultimate Magic).,"Craft Rod, Piercing Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1570
Piercing Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that overcome the spell resistance of a target as though use the Piercing Spell feat (Ultimate Magic).,"Craft Rod, Piercing Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1571
"Piercing Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that overcome the spell resistance of a target as though use the Piercing Spell feat (Ultimate Magic).,"Craft Rod, Piercing Spell","12,250 gp",Rod,Ultimate Equipment,strong,5,24500,12250,,,1572
"Quicken Metamagic Rod, Lesser",strong (no school),17,none,"35,000 gp",5 lbs.,The wielder can cast up to three spells per day that are quickened as though using the Quicken Spell feat.,"Craft Rod, Quicken Spell","17,500 gp",Rod,Ultimate Equipment,strong,5,35000,17500,,,1573
Quicken Metamagic Rod,strong (no school),17,none,"75,500 gp",5 lbs.,The wielder can cast up to three spells per day that are quickened as though using the Quicken Spell feat.,"Craft Rod, Quicken Spell","37,750 gp",Rod,Ultimate Equipment,strong,5,75500,37750,,,1574
"Quicken Metamagic Rod, Greater",strong (no school),17,none,"170,000 gp",5 lbs.,The wielder can cast up to three spells per day that are quickened as though using the Quicken Spell feat.,"Craft Rod, Quicken Spell","85,000 gp",Rod,Ultimate Equipment,strong,5,170000,85000,,,1575
"Reach Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,"The wielder can cast up to three spells per day with a one-step increase in their range category (such as from close to medium, or medium to long) as though using the Reach Spell feat (Advanced Player's Guide).","Craft Rod, Reach Spell","1,500 gp",Rod,Ultimate Equipment,strong,5,3000,1500,,,1576
Reach Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,"The wielder can cast up to three spells per day with a one-step increase in their range category (such as from close to medium, or medium to long) as though using the Reach Spell feat (Advanced Player's Guide).","Craft Rod, Reach Spell","5,500 gp",Rod,Ultimate Equipment,strong,5,11000,5500,,,1577
