Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Absorbing Shield,strong transmutation,17,shield,"50,170 gp",15 lbs.,"This +1 heavy steel shield is made of metal, but i ts color is a flat black that seems to absorb light. Once every 2 days, on command, it can disintegrate an object that it touches, as the spell but requiring a melee touch attack. This effect only functions as an attack-it can't be activated to target a creature or weapon as it strikes the shield.","Craft Magic Arms and Armor, disintegrate","25,170 gp",Armor,Ultimate Equipment,strong,15,50170,25170,,+1 heavy steel shield,1281
Avalanche Shield,strong evocation,12,shield,"19,170 gp",10 lbs.,"The front of this +1 bashing heavy steel shield looks as though it is crafted from hundreds of bits of rubble and larger stones. When used to make a shield bash attack, stones fall from shield and cling to the target of the shield bash. The target must succeed at a DC 14 Fortitude saving throw or be entangled for 1d4 rounds. Once per day on command, the target's wielder can choose to petrify the target of a shield bash instead. The target must succeed at a DC 16 Fortitude saving throw or become petrified for 1 minute.","Craft Magic Arms and Armor, bull's strength, shape stone, flesh to stone","9,670 gp",Armor,Ultimate Equipment,strong,10,19170,9670,,+1 bashing heavy steel shield,1282
Battlement Shield,moderate conjuration,9,shield,"16,180 gp",45 lbs.,"Once per day on command, this +2 tower shield can transform into a solid, 1-foot-thick, 10-foot-by-10-foot wall of masonry with a battlement on top and an arrow slit in each 5-foot length. The wall acts as cover just like any physical wall. The wielder can touch the wall with one hand and command it to revert to a tower shield either resting on the ground and balanced against his hand or strapped to his arm in the normal fashion. The wall has all the characteristics of any other foot-thick wall of masonry (hardness 8, 90 hit points, break DC 35). Attacks sufficient to destroy the wall cause it to immediately transform back into a shield, which loses half its hit points and gains the broken condition. The shield remains in wall form until destroyed or commanded to return to shield form. The wall cannot appear in a space too small to accommodate it.","Craft Magic Arms and Armor, wall of stone","8,180 gp",Armor,Ultimate Equipment,moderate,45,16180,8180,,+2 tower shield,1283
Belligerent Shield,strong transmutation,12,shield,"36,170 gp",15 lbs.,"This +1 animated bashing heavy steel shield rattles in anticipation during battle. When loosed into the air to defend its wearer, the belligerent shield attacks as well as defends. Each round starting the round after animation, the shield makes a single shield bash attack against a foe of its wearer's choice within the wearer's reach. This works as a standard shield bash attack using the wearer's normal attack bonus with the shield, except that the wearer retains the shield bonus to AC, and while the shield's attack is treated as an off-hand attack, the wearer does not take off-hand penalties on her own attacks unless she is fighting with two weapons herself. If the wearer has any feats or abilities that benefit shield bashing attacks, they apply to attacks made by the belligerent shield.","Craft Magic Arms and Armor, bull's strength, animate objects","18,170 gp",Armor,Ultimate Equipment,strong,15,36170,18170,,+1 animated bashing heavy steel shield,1284
Burglar's Buckler,faint transmutation,5,shield,"4,655 gp",5 lbs.,"This unassuming +1 buckler has an array of small tools and implements embedded into the backside of its rim, able to be folded and snapped out for use at a moment's notice to attack, defend, or accomplish roguish tasks. A burglar's buckler grants the wielder a +2 competence bonus on Disable Device and Sleight of Hand checks, combat maneuver checks made to perform dirty tricks, and to CMD against dirty tricks.  Once per day on command, the wielder may transform a burglar's buckler into any mundane tool weighing 1 to 5 pounds, such as a crowbar, hammer, saw, small shovel, grappling hook, artisan's tools, or thieves' tools. The burglar's buckler retains its normal hardness and hit points in this form and can be converted back into shield form on command.","Craft Magic Arms and Armor, major creation","2,450 gp",Armor,Ultimate Equipment,faint,5,4655,2450,,+1 buckler,1285
Caster's Shield,moderate abjuration,6,shield,"3,153 gp",5 lbs.,This +1 light wooden shield has a leather strip on the back on which a spellcaster can scribe a single spell as on a scroll. A spell so scribed requires half the normal cost in raw materials. The strip cannot accommodate spells of higher than 3rd level. The strip is reusable.  A random caster's shield has a 50% chance of having a single medium scroll spell on it. The spell is divine (01-80 on d%) or arcane (81-100). A caster's shield has a 5% arcane spell failure chance. The price of the shield is modified by the value of the scroll spell if one is currently scribed.,"Craft Magic Arms and Armor, Scribe Scroll, creator must be at least 6th level","1,653 gp",Armor,Ultimate Equipment,moderate,5,3153,1653,,+1 light wooden shield,1286
"Caster's Shield, Greater",moderate abjuration,11,shield,"10,153 gp",5 lbs.,"This +3 light wooden shield acts in all ways like a caster's shield, but the strip can accommodate spells of up to 5th level.","Craft Magic Arms and Armor, Scribe Scroll","5,153 gp",Armor,Ultimate Equipment,moderate,5,10153,5153,,+3 light wooden shield,1287
Celestial Shield,moderate evocation,7,shield,"13,170 gp",7 lbs.,"This gold-edged +2 blinding heavy steel shield is impossibly light and handy despite its size. It has no armor check penalty or arcane spell failure chance, and it allows the wielder to use feather fall on himself once per day. A creature wearing celestial armor while wielding a celestial shield may command the armor to provide overland flight rather than fly once per day.","Craft Magic Arms and Armor, feather fall, overland flight","6,670 gp",Armor,Ultimate Equipment,moderate,7,13170,6670,,+2 blinding heavy steel shield,1288
Collapsible Tower,moderate transmutation,6,shield,"8,170 gp",15 lbs.,"Three times per day, this +2 heavy steel shield can be commanded to transform into a +2 tower shield. It can stay in tower shield form for 1 minute or until it is commanded to take its normal form again (a swift action). A collapsible tower's weight does not change when it takes tower shield form.","Craft Magic Arms and Armor, shrink item","4,170 gp",Armor,Ultimate Equipment,moderate,15,8170,4170,,+2 heavy steel shield|+2 tower shield,1289
Dragonslayer's Shield,faint abjuration,5,shield,"7,170 gp",15 lbs.,"This +2 heavy steel shield has a distinct curve to its shape and often bears the device of a valiant knight. The wearer of this shield gains a +2 bonus on Reflex saves against effects that originate or burst from a point outside his own square, as though he had cover. It does not protect against spread effects. This bonus does not stack with that granted by actual cover or give cover to any creature other than the wearer. In addition, the dragonslayer's shield grants its wielder a +2 morale bonus on Will saves against the frightful presence ability.","Craft Magic Arms and Armor, remove fear, shield of faith","3,670 gp",Armor,Ultimate Equipment,faint,15,7170,3670,,+2 heavy steel shield,1290
Elysian Shield,strong conjuration,13,shield,"52,620 gp",45 lbs.,"This +2 ghost touch tower shield is engraved with funerary runes depicting the peaceful rest of the contented dead. The wielder of an elysian shield is immune to the create spawn ability of undead, and once per day as an immediate action can negate a single energy drain, ability drain, or ability damage attack by an undead creature. In addition, once per day as a standard action, the wielder can release a wave of positive energy that panics undead, as the Turn Undead feat (Will DC 20 negates).","Craft Magic Arms and Armor, Turn Undead, death ward, etherealness","26,390 gp",Armor,Ultimate Equipment,strong,45,52620,26390,,+2 ghost touch tower shield,1291
Force Tower,moderate evocation,7,shield,"46,030 gp",22 lbs.,"This +1 arrow deflection ghost touch mithral tower shield glows with a perpetual bluish radiance. Infused with magical force, a force tower renders its wielder immune to magic missiles and also allows its wielder to use its arrow deflection special ability to deflect magical rays and ranged touch attacks. The Reflex save DC to deflect such attacks is equal to 20 + the level of the spell (or 1/2 the class level or Hit Dice of the creature that created the effect, if a supernatural effect). If a spell or effect creates multiple rays or attacks, the force tower deflects only one of them per round.","Craft Magic Arms and Armor, etherealness, resilient sphere, shield","23,530 gp",Armor,Ultimate Equipment,moderate,22,46030,23530,,+1 arrow deflection ghost touch mithral tower shield,1292
Fortress Shield,moderate conjuration,11,shield,"19,180 gp",45 lbs.,"The wearer of this +1 tower shield may, as a full-round action, transform the shield into a 1-inch-thick cube of iron that springs into being around him, completely enclosing his space. The cube has hardness 10 and 30 hit points per side. This cube grants the wearer total cover against everything outside the cube, including (as it is perfectly sealed) swarms and gas attacks. The inside of the cube is dark, and air cannot get in or out so the wearer must hold his breath starting on the third round after activating the cube. Attacks sufficient to destroy one side of the cube cause it to immediately transform back into a shield, which loses half its hit points and gains the broken condition. Otherwise, the cube reverts to shield form upon command, if the wearer moves from his current space, or if the wearer falls unconscious or dies.","Craft Magic Arms and Armor, wall of iron","9,680 gp",Armor,Ultimate Equipment,moderate,45,19180,9680,,+1 tower shield,1293
Lion's Shield,moderate conjuration,10,shield,"9,170 gp",15 lbs.,"This +2 heavy steel shield is fashioned to appear to be a roaring lion's head. Three times per day as a free action, the lion's head can be commanded to attack (independently of the shield wearer), biting with the wielder's base attack bonus (including multiple attacks, if the wielder has them) and dealing 2d6 points of damage. This attack is in addition to any actions performed by the wielder.","Craft Magic Arms and Armor, summon nature's ally IV","4,670 gp",Armor,Ultimate Equipment,moderate,15,9170,4670,,+2 heavy steel shield,1294
Maelstrom Shield,faint evocation,5,shield,"14,170 gp",10 lbs.,"The device of this +1 bashing heavy steel shield features a magical image of the trackless seas, complete with rolling waves and crashing whitecaps. When used to make a shield bash attack, the shield's wielder can make a trip attack as a free action against the same target without provoking an attack of opportunity from the creature being tripped. On command, the wielder can make the shield produce a gallon of fresh drinkable water. Once per day on command, the wielder can use the maelstrom shield to emit a stream of water as the hydraulic push spell.","Craft Magic Arms and Armor, bull's strength, control water, hydraulic push (Advanced Player's Guide)","7,170 gp",Armor,Ultimate Equipment,faint,10,14170,7170,,+1 bashing heavy steel shield,1295
Quick Block Buckler,strong abjuration,14,shield,"36,155 gp",15 lbs.,"Once per round as an immediate action, this +3 arrow deflection buckler can be used to block an incoming melee attack. When used in this way, the buckler's enhancement bonus increases by +2 against that attack. The buckler's user must decide to use this ability before the attack roll is made. When the shield's user blocks a melee attack in this way, it cannot use its arrow deflection special ability for 1 round.","Craft Magic Arms and Armor, shield","18,155 gp",Armor,Ultimate Equipment,strong,15,36155,18155,,+3 arrow deflection buckler,1296
Spell Ward Tower Shield,strong abjuration,15,shield,"25,180 gp",15 lbs.,"This +2 spell resistance (13) tower shield grants a + 4 resistance bonus on Reflex saving throws against spells and spell-like abilities. Once per day, when the wearer succeeds at a saving throw against a spell or spell-like ability that allows a Reflex saving throw for half damage, she may spend an immediate action to instead take no damage from that spell or spell-like ability.","Craft Magic Arms and Armor, cat's grace, spell resistance","12,680 gp",Armor,Ultimate Equipment,strong,15,25180,12680,,+2 spell resistance (13) tower shield,1297
Spined Shield,moderate evocation,6,shield,"5,580 gp",15 lbs.,"This +1 heavy steel shield is covered in spines. It acts as a normal spiked shield. On command up to three times per day, the shield's wearer can fire one of the shield's spines. A fired spine has a +1 enhancement bonus, a range increment of 120 feet, and deals 1d10 points of damage (19-20/x2). Fired spines regenerate each day.","Craft Magic Arms and Armor, magic missile","2,875 gp",Armor,Ultimate Equipment,moderate,15,5580,2875,,+1 heavy steel shield,1298
Tempest Shield,moderate evocation,6,shield,"15,170 gp",10 lbs.,"The face of this +1 bashing heavy steel shield swirls with the image of swirling clouds, driving rain, or falling snow. When used to make a shield bash attack, the shield's wielder can make a bull rush maneuver as a free action against her target without provoking an attack of opportunity from the creature being bull rushed. Once per day on command, the wielder can cause the tempest shield to emit a stream of high-powered air as the gust of wind spell.","Craft Magic Arms and Armor, bull's strength, gust of wind","8,170 gp",Armor,Ultimate Equipment,moderate,10,15170,8170,,+1 bashing heavy steel shield,1299
Volcanic Shield,faint evocation,5,shield,"14,170 gp",10 lbs.,"This +1 bashing heavy steel shield burns with an internal fire upon its boss, gaining the flaming weapon special ability when used to make shield bash attacks. On command, the wielder can make the shield belch forth smoke as a smokestick, but this smoke does not impair the shield user's vision. Once per day, the wielder may cause the volcanic shield to erupt in a cascade of brimstone as the flaming hands spell.","Craft Magic Arms and Armor, bull's strength, burning hands, pyrotechnics","7,170 gp",Armor,Ultimate Equipment,faint,10,14170,7170,,+1 bashing heavy steel shield,1300
Winged Shield,faint transmutation,5,shield,"17,257 gp",10 lbs.,"This heavy wooden shield has a +3 enhancement bonus. Arching bird wings are carved into the face of the shield. Once per day, it can be commanded to fly (as the spell), carrying the wielder. The shield can carry up to 133 pounds and move at 60 feet per round, or up to 266 pounds and move at 40 feet per round.","Craft Magic Arms and Armor, fly","8,707 gp",Armor,Ultimate Equipment,faint,10,17257,8707,,+3 heavy wooden shield,1301
Wyrmslayer's Shield,moderate abjuration,9,shield,"20,170 gp",15 lbs.,"This +4 heavy steel shield acts in all ways as a dragonslayer's shield, except it grants a +6 morale bonus on Will saves against the frightful presence ability instead of a +2 morale bonus.","Craft Magic Arms and Armor, remove fear, shield of faith","10,170 gp",Armor,Ultimate Equipment,moderate,15,20170,10170,,+4 heavy steel shield,1302
Zombie Skin Shield,moderate abjuration,5,shield,"2,159 gp",15 lbs.,"This +1 light steel shield is wrapped in a layer of gray skin. Once per day, the wearer can animate the skin as a human zombie under her control, as if she had created it with animate dead, for a period of 5 minutes. When the time expires, the zombie returns to the shield. If the zombie is destroyed or cannot reach the shield by the time it expires, placing the shield on a Medium humanoid corpse for 1 hour recreates the shield's skin.","Craft Magic Arms and Armor, animate dead","1,159 gp",Armor,Ultimate Equipment,moderate,15,2159,1159,,+1 light steel shield,1303
Armor Of The Shadow Lord,moderate illusion,8,armor,"117,160 gp",15 lbs.,"This suit of +4 greater shadow greater slick leather armor fits as snugly as a tight suit of silk against its wearer's skin and harbors an amoral and bloodthirsty intelligence. Via the telepathy it shares with its wielder, the armor gives constant advice on how to be stealthy, reach out of the way spots, and get the drop on foes. It also grants an extra +1d6 points of sneak attack damage, but the wearer must already have the sneak attack class feature to gain this bonus. Furthermore the armor has a maximum Dexterity bonus of +10 and no arcane spell failure.","Craft Magic Arms and Armor, grease, invisibility, silence, creator must have the sneak attack class feature","58,660 gp",Armor,Ultimate Equipment,moderate,15,117160,58660,"telepathy (Aklo, Common, and Elven)",+4 greater shadow greater slick leather armor,2591
Shield Of The Mage,moderate divination,11,shield,"14,500 gp",5 lbs.,"This caster's shield always has one arcane scroll and knows the same arcane spells as the wielder. When the spell on the scroll is cast, another scroll of a spell the wielder knows randomly manifests to replace it. The shield has no arcane spell failure. The shield can also read magic. It will often debate with its wielder for the most devastating course of action, but does what the wielder commands.","Craft Magic Arms and Armor, Scribe Scroll, creator must be an arcane spellcaster of at least 14th level","7,250 gp",Armor,Ultimate Equipment,moderate,5,14500,7250,telepathy (Common and six other languages),,2604
Pelt Of Primal Power,moderate transmutation,7,shoulders,"26,000 gp",10 lbs.,"A prized item among Ulfen berserkers and vikings, a pelt of primal power is a large bearskin worn as a cloak, with the bear's head sitting atop the wearer's head. When donned, a pelt of primal power grants its wearer a +4 armor bonus to AC. In addition, once per day the wearer can transform into a grizzly bear (as beast shape II) for up to 10 minutes.","Craft Wondrous Item, beast shape II, mage armor","13,000 gp",Armor,People Of The North,moderate,10,26000,13000,,,2648
Icelink Chainmail,moderate evocation,6,armor,"15,100 gp",20 lbs.,"Carved from a single block of ice birthed from the breath of the great white wyrm Sjohvor, the ice-carved rings of this exquisite suit of +2 chainmail never thaw. If grappled, the wearer can command the armor to release an icy blast against the grappler. The armor then glows with a pale blue radiance, deals 4d6 points of cold damage to the target, and causes the target to be staggered for 1 round. Once the armor discharges, this ability can't be used until the armor recharges 1 hour later.  Icelink chainmail is considered light armor and has an arcane spell failure chance of 20%, a maximum Dexterity bonus of +4, and an armor check penalty of -3. The armor weighs half as much as standard chainmail and floats in water.","Craft Magic Arms and Armor, frigid touchUM, wall of ice","7,700 gp",Armor,AP 69,moderate,20,15100,7700,,+2 chainmail,2693
Equalizer Shield,strong abjuration,12,shield,"120,830 gp",23 lbs.,"Shined to a mirror finish and fitted with supple leather straps, this +1 mithral tower shield displays no decoration or markings on its highly reflective surface. Once per day, the bearer of this shield can issue a challenge to a foe and ring the shield like a gong, resulting in a resonating blast that negates all magic in a 10-foot radius, as per antimagic field. This effect lasts for 1 minute.","Craft Magic Arms and Armor, antimagic field","60,930 gp",Armor,Champions Of Purity,strong,23,120830,60930,,+1 mithral tower shield,2696
Field Medic's Breastplate,"moderate abjuration, faint conjuration",7,armor,"52,900 gp",30 lbs.,"This battered yet lovingly polished +1 breastplate is marked by three chipped glass circles set over the heart, each of a different color. Three times per day, the wearer may tap a circle to activate it, enveloping her in a shimmering aura that protects her from harm. The wearer gains DR 10/- and is protected if she were under the effects of a globe of invulnerability spell. The effect ends as soon as the wearer makes an offensive action or casts an offensive spell, or after 1 minute. In addition, whenever the wearer casts a cure spell or administers a cure potion while under this effect, she may add one additional die to the total amount of damage healed.","Craft Magic Arms and Armor, cure light wounds, sanctuary","26,450 gp",Armor,Champions Of Purity,moderate,30,52900,26450,,+1 breastplate,2697
Phoenix Armor,moderate evocation and transmutation,9,armor,"36,130 gp",50 lbs.,"This brilliant golden +2 fire resistant full plate is decorated with an ornate feather motif curling across its surface and seems to radiate warmth. Once per day, the wearer can invoke the name of the phoenix that blessed the armor and bring the might of that phoenix against the wearer's foe. Activating the armor causes it to ignite, wreathing the wearer in red-gold flames as if under the effects of fire shield. In addition, great golden wings unfold out of the back of the armor, allowing the wearer to fly as per the spell. Both of these effects last for 9 rounds.","Craft Magic Arms and Armor, fire shield, fly","18,890 gp",Armor,Champions Of Purity,moderate,50,36130,18890,,+2 fire resistant full plate,2699
Hide Of The Dragonrider,moderate abjuration and enchantment,8,armor,"18,480 gp",25 lbs.,"Crafted from the scaled hide of a black dragon and lined with wolliped fur for warmth, this suit of +1 bolstering (Ultimate Equipment) black dragonhide armor was designed to protect and aid dragonriders of the Dragon Legion in their battles against the evil dragons of the Drakelands. Hide of the dragonrider grants its wearer a +5 competence bonus on Ride checks, and the wearer does not take an armor penalty from the armor on Ride checks. In addition, when mounted, the wearer can transfer some or all of the armor's armor bonus (including its enhancement bonus) to his mount as a bonus that stacks with all others. As a free action at the start of his turn, the wearer chooses how to allocate the armor's armor bonus, and that allocation lasts until the wearer's next turn. Once per day, the wearer can imbue hide of the dragonrider with resistance against one type of energy, as the energy resistance armor special ability. This resistance lasts for 10 minutes. Hide of the dragonrider functions as a cold weather outfit, granting its wearer a +5 circumstance bonus on Fortitude saves against the effects of cold weather.","Craft Magic Arms and Armor, heroism, resist energy, shield or shield of faith, creator must have 5 ranks in the Ride skill","9,405 gp",Armor,AP 70,moderate,25,18480,9405,,+1 bolstering black dragonhide armor,2707
Empyreal Armor,strong evocation [fire],13,armor,"100,050 gp",50 lbs.,"Legend tells that the first suits of empyreal armor were forged from the battered, cast-off breastplates worn by solars in battle. These suits were gifted to powerful mortal heroes and have since changed hands many times.  Empyreal armor is made of steel forged so that it reflects a golden sheen in the sunlight. This armor functions as a suit of +3 moderate fortification full plate. In addition, three times per day, its wearer can activate a fire shield (warm shield only) that lasts for 13 rounds. Any creature attacking the wearer with its body or a handheld weapon while the fire shield effect is active deals normal damage but takes 1d6+13 points of damage in return. Half this damage is fire damage, but the other half results directly from divine power and is therefore not subject to energy resistance.","Craft Magic Arms and Armor, fire shield, limited wish or miracle","50,850 gp",Armor,Chronicle Of The Righteous,strong,50,100050,50850,,+3 moderate fortification full plate,2713
Dragon Herald Vestments,faint abjuration,3,body,"30,000 gp",1 lb.,"A set of dragon herald vestments is covered in scales of one of five different colors, and grants resist energy 5 of one type (as the resist energy spell) to the wearer: acid for black or green, electricity for blue, fire for red, or cold for white. If the wearer is a kobold with scales matching one of those five colors, she can speak a command word in Draconic to change the vestments' scales to the same color as her own, or back to the color chosen when the vestments were constructed. Altering the scales' color is a standard action that provokes attacks of opportunity.","Craft Magic Arms and Armor, resist energy","15,000 gp",Armor,Kobolds Of Golarion,faint,1,30000,15000,,,2737
Death's Preservation Banded Mail,strong conjuration and divination,18,armor,"22,400 gp",35 lbs.,"This +2 light fortification banded mail has a small, ovoid stone set in the left shoulder. The armor monitors the wearer's hit point total as the spell status. If an attack against the wearer does enough damage to kill him outright, he and his gear are teleported to a specific location determined at the time of the armor's creation. This effect acts in all other ways as the spell word of recall, with the predetermined location considered the place of sanctuary. The wearer's body is protected from decomposition for 18 days as per the gentle repose spell. Once this ability has been used, the stone set into the armor crumbles to dust and the armor reverts to being a suit of +2 light fortification banded mail.","Craft Magic Arms and Armor, contingency, gentle repose, limited wish or miracle, word of recall","11,200 gp",Armor,Dragonslayer's Handbook,strong,35,22400,11200,,2 light fortification banded mail,2763
Dragonform Armor,moderate transmutation,11,armor,"24,120 gp",15 lbs.,This +1 leather armor is the same color as the dragon type with which it is associated and has been worked to resemble dragon hide. Once per day the wearer can speak the command word and transform into the associated dragon type as the form of the dragon I spell. This effect lasts 11 minutes.,"Craft Magic Arms and Armor, form of the dragon I","12,060 gp",Armor,Dragonslayer's Handbook,moderate,15,24120,12060,,+1 leather armor,2764
Bastion Of The Inheritor,faint abjuration,5,shield,"22,170 gp",15 lbs.,"This +1 rallyingUE heavy steel shield prominently displays the sword emblem of the god Iomedae, and functions as a holy symbol for her worshipers. When using this shield, the wearer reduces the extra damage she takes from anarchic weapons, smite good, smite law, and unholy weapons by her tier, to a minimum of 0. When its wearer uses the smite evil class feature, she can expend one use of mythic power to extend the deflection bonus to AC she gains against her target to all allies in a 10-foot-radius burst centered on her. This bonus lasts for 1 minute or until the smite evil ends, whichever comes first.","Craft Magic Arms and Armor, Mythic Crafter, magic circle against evil, remove fear, sanctify armorAPG","11,170 gp",Armor,Mythic Adventures,faint,15,22170,11170,,+1 rallying heavy steel shield,2832
Spiritwalk Armor,strong illusion and transmutation,11,armor,"25,160 gp",15 lbs.,"This +2 improved shadow leather armor is attractive, yet eerie. It grants its wearer the ability to use vanishAPG as a quickened spell-like ability five times per day. If a mythic wearer uses the vanish ability, he can expend one use of mythic power to also make himself incorporeal for 1 round.","Craft Magic Arms and Armor, Mythic Crafter, vanish, ethereal jaunt","12,660 gp",Armor,Mythic Adventures,strong,15,25160,12660,,+2 improved shadow leather armor,2833
Stalwart Breastplate,strong abjuration,13,armor,"22,350 gp",40 lbs.,"The burden of this weighty +1 light fortification breastplate gives it an armor check penalty of -5. As an immediate action, the wearer can negate the effects of a successful combat maneuver made to bull rush, overrun, or trip her. As a swift action, the wearer can expend one use of mythic power to gain immunity to ability damage, ability drain, critical hits, and sneak attacks. This effect lasts for 1 round per mythic tier the wearer possesses.","Craft Magic Arms and Armor, Mythic Crafter, iron body, either limited wish or miracle","11,350 gp",Armor,Mythic Adventures,strong,40,22350,11350,,+1 light fortification breastplate,2834
Helm Of The Serpent King,faint transmutation,5,head,"96,000 gp",3 lbs.,"This helm is made of large, alchemically hardened snake scales, and is crafted in the shape of a stylized serpent mouth. Its wearer stares out through the serpent's eyes, and sees all things cast in a yellow tint. When worn, it grants the following spell-like abilities to the wearer:  • Hypnotism (3/day)  • Summon nature's ally III (constrictor snake only, 3/day)  • Beast shape III (snake form only, 1/day)  • Poison (1/day)  A mythic creature can expend one use of mythic power when using the beast shape III spell-like ability to instead cast it as mythic beast shape III. Alternatively, he can expend two uses of mythic power to instead cast the augmented version of mythic beast shape III.","Craft Magic Arms and Armor, Mythic Crafter, beast shape III, summon nature's ally III","48,000 gp",Armor,Mythic Adventures,faint,3,96000,48000,,,2885
Mithral Rose,faint transmutation,5,none,"9,000 gp",-,"This seemingly delicate silver rose is rigid and nearly unbreakable. When wearing the rose openly on his chest, the wearer treats all of his natural attacks, unarmed attacks, and weapon attacks as if they were made using silver weapons. The wearer can expend one use of mythic power when making a melee attack against an enemy that possesses DR/silver to negate that DR for a number of rounds equal to the wearer's mythic tier.","Craft Magic Arms and Armor, Mythic Crafter, magic weapon","4,500 gp",Armor,Mythic Adventures,faint,0,9000,4500,,,2893
Stonefist Gloves,moderate transmutation,7,hands,"10,000 gp",3 lbs.,"These heavy, stone gloves feel surprisingly supple to anyone who puts them on. While a creature wears stonefist gloves, his unarmed strike damage is treated as if he were one size category larger, and bypasses hardness of 8 or lower. When a mythic creature uses these gloves to make a sunder combat maneuver, he adds half his tier as a bonus on the combat maneuver check.","Craft Magic Arms and Armor, Mythic Crafter, stoneskin","5,000 gp",Armor,Mythic Adventures,moderate,3,10000,5000,,,2911
Armor Of The Pious,moderate abjuration [good],9,none,"23,300 gp",25 lbs.,"This gold-plated +1 mithral full plate armor has images of Iomedae's symbol etched into its immaculately gleaming surface. The armor requires 24 hours to attune itself to the wearer and her patron deity, after which point the images on the armor shift to match the symbol of the wearer's patron deity (or remain associated with Iomedae if the wearer doesn't worship a deity). Thereafter, once per day the armor's wearer can offer a prayer to her deity (or Iomedae) as a swift action to increase the armor's enhancement bonus to +2 for 10 rounds. For this duration, the armor also grants a +2 sacred bonus on saving throws. A paladin wearing armor of the pious can use her lay on hands ability one additional time per day; a mythic paladin wearing armor of the pious also gains one additional use of mythic power per day. An evil character who wears armor of the pious gains 2 negative levels. These negative levels remain as long as the armor is worn and disappear when the armor is removed-they never become permanent but can't be overcome in any way as long as the armor is worn.","Craft Magic Arms and Armor, prayer, sanctify armorAPG","16,900 gp",Armor,AP 74,moderate,25,23300,16900,,+1 mithral full plate,2942
Shieldmarshal's Ward,moderate abjuration,9,shield,"17,155 gp",5 lbs.,"Crafted from magnetic ore warped by exposure to the Mana Wastes, this +1 arrow deflection buckler is thought to be one of the original shields granted by Duke Alkenstar to the first shieldmarshals. Whenever the bearer of this shield successfully deflects a projectile using the shield, she can, as a free action, expend one use of mythic power to redirect the deflected projectile toward any creature to which she has a clear line of effect, using the original attacker's attack and damage rolls. The range increment penalty on the attack roll of this deflected projectile is calculated from the original point at which the projectile was fired. For example, a foe fires an arrow from his shortbow (range increment 60 feet) at a mythic character bearing a shieldmarshal's ward who is 100 feet away, taking a -2 penalty on his attack roll. The mythic character deflects the arrow toward the same foe, meaning the arrow has traveled a total of 200 feet, which imposes a -6 penalty on the attack roll to hit the foe (since three range increments of 60 feet equals 180 feet). A character who possesses levels in the shieldmarshal prestige class (Pathfinder Campaign Setting: Paths of Prestige 48) can bear a shieldmarshal's ward without penalty, even if she isn't proficient with it.","Craft Magic Arms and Armor, Mythic CrafterMA, protection from arrows, shield, telekinesis","8,655 gp",Armor,Mythic Origins,moderate,5,17155,8655,,+1 arrow deflection buckler,2969
Tiger's Hide,moderate abjuration and transmutation,10,armor,"54,115 gp",25 lbs.,"This +3 hide armor is made from tiger skin. It is magically treated to make it easier to move in, reducing its armor check penalty to 0, reducing its arcane spell failure chance to 10%, and increasing its maximum Dexterity bonus to +6. It grants DR 5/- against natural weapon attacks. In addition, the wearer can use the pounce special attack, but only during the first round she can act in any combat.","Craft Magic Arms and Armor, beast shape III","29,115 gp",Armor,Blood Of The Moon,moderate,25,54115,29115,,+3 hide armor,2985
Infiltrator's Mail,moderate transmutation (see text),7,armor,"19,650 gp",30 lbs.,"This dull black suit of +2 scale mail does not impose an armor check penalty on the wearer's Stealth checks, though other armor check penalties apply as normal. Additionally, infiltrator's mail reacts to detect magic as though it were nonmagical and, when worn, extends this effect to all other magic items worn or held by the wearer unless the viewer uses identify or a similar effect while examining the items.","Craft Magic Arms and Armor, cat's grace, magic aura","13,650 gp",Armor,Magical Marketplace,moderate,30,19650,13650,,+2 scale mail,3019
Shield Of Covered Retreat,moderate abjuration,8,shield,"8,157 gp",10 lbs.,"A shield of covered retreat is a wide wooden kite shield emblazoned with the image of a mighty tree, the original design of which is thought to come from Nirmathas. Three times per day as a swift action, the bearer of this +1 arrow deflection heavy wooden shield can select a single square within 5 feet (including the square occupied by the bearer) and extend a barrier of protective force around the square that lasts for 1d4 rounds. The barrier appears as a shimmer in the air, but it does not impede vision, movement, or other actions. As long as this barrier is in place, the creature occupying the square can stand up from prone or leave the square without provoking attacks of opportunity, even if the square is threatened by another creature. Other actions provoke attacks of opportunity as normal. Large or larger creatures cannot benefit from this effect. A creature occupying the square is not hindered by the barrier and may make attacks of opportunity normally.","Craft Magic Arms and Armor, shield","4,157 gp",Armor,Magical Marketplace,moderate,10,8157,4157,,+1 arrow deflection heavy wooden shield,3020
Gossamer Shrouds Of The Clairvoyant,moderate conjuration and illusion,9,armor,"20,150 gp",25 lbs.,"This sky-blue suit of mistmailAPG has the glamered armor special ability, and can once per day create a dramatic spectacle of twinkling lights, as the rainbow pattern spell. The armor is prone to dramatic soliloquies about its ""prophetic visions"" and ""sight beyond the mystical veils""; however, it lacks actual divinatory powers.","Craft Magic Arms and Armor, disguise self, obscuring mist, rainbow pattern","10,075 gp",Armor,Magical Marketplace,moderate,25,20150,10075,"speech (Auran, Celestial, Common)",suit of mistmail,3038
