Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Howling Skull Armor,moderate necromancy,7,armor,"20,375 gp",20 lbs.,"This suit of +3 studded leather armor is decorated with metal skulls. Once per day as a standard action, the wearer can command the skulls to unleash a cacophonous chorus of howls, causing all creatures within a 30-foot spread to make a DC 16 Will save to avoid becoming frightened for 1d4 rounds. The wearer can choose up to three targets (plus himself) in the area of effect to be exempt from the effect. The wearer of a suit of howling skull armor gains a +4 bonus on all saving throws against fear effects. Each time the wearer of howling skull armor succeeds at a saving throw against a fear effect created by someone other than himself, he gains a +2 bonus on Will saves for 1 round.","Craft Magic Arms and Armor, fear","10,275 gp",Armor,AP 59,moderate,20,20375,10275,,+3 studded leather armor,1187
Mariner's Eye Patch,faint evocation and divination,5,eyes,"12,000 gp",-,"This pirate's eye patch typically features at least one jewel set into a leather patch. Upon uttering a command word as a standard action, the eye patch allows the wearer to use the following abilities once per day each: comprehend languages, scorching ray, and see invisibility. The mariner's eye patch originally appeared on page 73 of Necromancer Games' Dead Man's Chest.","Craft Wondrous Item, comprehend languages, scorching ray, see invisibility","6,000 gp",Wondrous Item,AP 59,faint,0,12000,6000,,,1188
Mutineer's Bane Earring,moderate divination,7,none,"4,000 gp",-,"This magic earring grows warm whenever a ship's crew begins muttering of mutiny, granting the wearer of a mutineer's bane earring a +5 bonus on all Sense Motive checks made while on a ship under such conditions of poor morale.  A mutineer's bane earring has additional effects if worn by a commodore or admiral. If worn by a commodore, that commodore's squadron gains a +3 bonus on morale checks in fleet battles. If worn by an admiral, all squadrons in the admiral's fleet gain a +1 bonus on morale checks in fleet battles.","Craft Wondrous Item, detect thoughts","2,000 gp",Wondrous Item,AP 59,moderate,0,4000,2000,,,1189
Skyrocket Crossbow,moderate divination and evocation,6,none,"10,400 gp",2 lbs.,"The stock and bow of this +1 distance hand crossbow are decorated with the golden head of an osprey, sea eagle, or other avian creature. Three times per day, a skyrocket crossbow can imbue one of two special abilities on its ammunition.  The first causes a bolt fired from the crossbow to explode in a dazzling burst of colored light when it hits a creature or object, or if it reaches its maximum range increment (600 feet). Creatures within a 10-foot radius of the target point are blinded for 1d4+1 rounds. A successful DC 13 Will save means a creature is dazzled for 1 minute instead. Sightless creatures, or those without line of sight to the target point, are unaffected.  The second ability causes a bolt fired from the crossbow to function as a screaming bolt (Pathfinder RPG Core Rulebook 475).","Craft Magic Arms and Armor, clairaudience/ clairvoyance, doom, flare burst (Advanced Player's Guide 223)","5,400 gp",Weapon,AP 59,moderate,2,10400,5400,,+1 distance hand crossbow,1190
Wizard Hook,moderate necromancy,6,none,"4,310 gp",1 lb.,"A wizard hook is a +1 hook hand (Pirates of the Inner Sea 19) and a useful item for any arcane spellcaster. Although a wizard hook does not allow for fine manipulation, it is infused with magic that bolsters somatic components-you can use a hand stump outfitted with a wizard hook to fulfill any somatic components for casting arcane spells. A wizard hook also grants proficiency in its use as a weapon. You can make touch attacks with spells using a wizard hook, either by making a normal attack with the hook (in which case it deals normal hook hand damage plus the spell effect), or by making a touch attack with the hook (in which case you gain a +4 bonus on the attack roll and the save DC of the spell increases by +1, but you do not do hook hand damage).","Craft Magic Arms and Armor, spectral hand","2,310 gp",Weapon,AP 59,moderate,1,4310,2310,,+1 hook hand,1191
Crossbow Of Retribution,strong divination and necromancy,12,none,"32,700 gp",12 lbs.,"This +1 human bane seeking repeating heavy crossbow is carved from whalebone decorated with green and gold lacquer, with fittings, lever, and bow of gilded steel. On a successful hit against any creature who has just struck the wielder with an attack within the previous round-whether with a melee, ranged, or natural weapon, or a spell that requires an attack roll-ammunition fired from a crossbow of retribution wracks the target with shooting pains that impose a -4 penalty on attack rolls, skills checks, and ability checks for 7 rounds. On a successful DC 14 Fortitude save, the penalty only lasts for 1 round. A target who worships the same god as the wielder takes a -2 penalty on its saving throw.","Craft Magic Arms and Armor, retribution (Pathfinder RPG Advanced Player's Guide 239), summon monster I, true seeing","16,700 gp",Weapon,AP 60,strong,12,32700,16700,,+1 human bane seeking repeating heavy crossbow,1193
Doubleshot Pepperbox,moderate transmutation,7,none,"20,300 gp",5 lbs.,"This +1 thundering pepperbox (Pathfinder RPG Ultimate Combat 138) bears a fire-breathing dragon motif, and its wooden grip is ornately carved. Unlike a normal pepperbox, each of the six barrels of a doubleshot pepperbox can be fired either independently in tandem, firing two barrels with the same action like a double-barreled pistol. If two barrels are shot at once, they must both be fired at the same target, and the wielder takes a -4 penalty on each shot.","Craft Magic Arms and Armor, Rapid Shot, blindness/deafness, haste","11,800 gp",Weapon,AP 60,moderate,5,20300,11800,,+1 thundering pepperbox,1194
Enervating Pistol,strong necromancy [death],13,none,"51,300 gp",4 lbs.,"Kerdak Bonefist had this +1 reliable distance pistol (Ultimate Combat 138, 142) specially crafted for him to take advantage of his unique skeletal hand. The pistol shows signs of wear and exposure to the elements, but its walnut stock, nickel-plated barrel, and gold accents are of fine craftsmanship, and its mechanisms still move with precision. Ammunition fired from an enervating pistol deals an extra 1d6 points of negative energy damage on a successful hit. On a successful critical hit, an enervating pistol bestows a negative level on its target. One day after being struck, subjects must make a DC 16 Fortitude save for each negative level or they become permanent. An enervating pistol bestows one permanent negative level on any creature wielding it that is not undead or does not possess an undead hand. The negative level remains as long as the weapon is in hand and disappears when the weapon is no longer wielded. This negative level cannot be overcome in any way (including restoration spells) while the weapon is wielded.","Craft Magic Arms and Armor, clairaudience/clairvoyance, finger of death, enervation, mending","26,300 gp",Weapon,AP 60,strong,4,51300,26300,,+1 reliable distance pistol,1195
Hurricane Crown,strong conjuration and evocation,17,head,"125,000 gp",2 lbs.,"A band of golden skulls encircles this golden crown, and smaller skulls top its points. Forged for the first Hurricane King, Turpin Irons, when he sailed out of the Eye of Abendego more than 100 years ago to claim rulership over the Shackles, the has been passed down (or taken by force) from one Hurricane King to the next ever since. On command, the changes its shape and appearance to assume the form of a normal piece of headwear (such as a hat or scarf). The crown retains all its properties (including weight) when so disguised. Only a true seeing spell or similar magic reveals the true nature of the crown when disguised.  The wearer of the gains a +5 competence bonus on Profession (sailor) checks and Survival checks made to determine direction or predict the weather at sea, and he can see normally through fog, mist, smoke, and precipitation or weather effects, whether natural or magical. Once per day, the wearer can cast control winds; if the wearer is standing on a ship, the ship and any creatures aboard it are unaffected by the controlled winds unless the wearer wishes to affect them, even if the ship's area is larger than the spell's unaffected area. In addition, once per day, the wearer of the can surround himself in either a shroud of elemental water or supernatural winds, as the seamantle or winds of vengeance spells (Pathfinder RPG Advanced Player's Guide 241, 256).  Lastly, the wearer of the can create a single-use phase door in the rock of Lucrehold to access the sea caves and Hidden Harbor beneath the island (see page 26). If the crown's wearer is standing on a ship, the phase door is large enough to accommodate the ship and any creatures on it. The phase door remains invisible and inaccessible to all other creatures and ships, and otherwise functions as a normal phase door. This ability can be used at will.","Craft Wondrous Item, control winds, disguise self, phase door, seamantle (Advanced Player's Guide 241), true seeing, winds of vengeance (Advanced Player's Guide 256)","62,500 gp",Wondrous Item,AP 60,strong,2,125000,62500,,,1196
Sirocco Cannon,moderate evocation,10,none,"184,500 gp",100 lbs.,"This +1 shocking burst cannon (Ultimate Combat 162) is mounted on a brass carriage decorated with carvings of winds and storms. Three times per day, a sirocco cannon can be commanded to create a special type of ammunition. This ammunition functions as a normal cannonball, but on a successful hit, a gust of furnace-hot wind blasts downward in a 20-foot-radius, 60-foot-high cylinder around the target or target square for 10 rounds. This hot wind deals 4d6+10 points of fire damage to all creatures in the area and knocks them prone. A successful DC 19 Fortitude save halves the fire damage and avoids being knocked prone. Flying creatures forced into the ground by the powerful downdraft take damage as if they fell unless they make a DC 15 Fly check, in which case they remain at their original altitude. Any creature that takes damage from the hot air becomes fatigued (or exhausted, if already fatigued, such as from a previous round of exposure). Creatures with the water subtype take a -4 penalty on all saving throws against this effect and take double normal damage. This special ammunition deals no additional damage to ships or structures.","Craft Magic Arms and Armor, call lightning or lightning bolt, sirocco (Advanced Player's Guide 244)","95,400 gp",Weapon,AP 60,moderate,100,184500,95400,,+1 shocking burst cannon,1197
Cat Burglar's Boots,faint transmutation,3,feet,"2,000 gp",1 lb.,"These soft-soled boots provide their wearer with a +2 competence bonus on Acrobatics, Climb, and Stealth checks. Once per day as an immediate action, the wearer of cat burglar's boots can reroll any one failed Acrobatics, Climb, or Stealth check, taking the result of that check in place of the first failed check (even if the second result is worse). In addition, a secret pocket in the boots is built to hold a fully functional set of masterwork thieves' tools. A DC 22 Perception check is required to notice this pocket. Any other object in the pocket causes it to bulge and become obvious to even casual observation.","Craft Wondrous Item, cat's grace","1,000 gp",Wondrous Item,AP 61,faint,1,2000,1000,,,1198
Extraction Scarificator,faint conjuration and transmutation,3,none,"2,500 gp",1 lb.,"An extraction scarificator is a horrid variant of the more common bloodletting device used by healers and doctors. An extraction scarificator can be used only on a willing or helpless target. When placed against exposed flesh, the extraction scarificator's blades deal 1d4 points of damage plus 1d4 bleed. Once per day, an extraction scarificator can be used to extract and concentrate one of the four bodily humors from its target as well. The humor to be extracted can be adjusted as needed, and must be immediately poured into a potion vial or the extracted humor is lost. Extracting a humor takes a variable number of rounds-as soon as the victim has taken a total of 6 points of damage in all from the bleed effect, the extraction is complete. For 24 hours after extraction, this purified humor has an additional effect, functioning as one of four potions as listed below (all function at caster level 3rd).  Black Bile: potion of lesser restoration  Blood: potion of cure moderate wounds  Phlegm: potion of calm emotions  Yellow Bile: potion of rage","Craft Wondrous Item, bleed, calm emotions, cure moderate wounds, lesser restoration, rage","1,250 gp",Wondrous Item,AP 61,faint,1,2500,1250,,,1199
Paradox Box,moderate abjuration and conjuration,9,none,"5,000 gp",30 lbs.,"A paradox box resembles a small stone chest of ornate design that measures approximately 1-1/2 feet by 1-1/2 feet by 1 foot. Closer inspection reveals the paradox box to be a solid piece of stone that's been carved to resemble a box-it has no seam for a lid or hinges to allow opening. It is a secure storage device that can be accessed only by use of the proper command word or combination. Until the command word is intoned or the combination is correctly entered (the box's creator decides which method of opening works for the box-most boxes have combination locks that function similarly to the one detailed on page 9), the box is effectively a solid piece of stone with no lid or aperture or even an interior, and as such, attempts to open the box by bypassing a lock (with Disable Device or knock) do not work. Some creators also build magical traps into paradox boxes (summon monster traps are particularly popular), but these traps are not included in the standard model. Once the proper command is given, a seam appears around the chest, and nested hinges within allow this lid to open, revealing an extradimensional space 1 cubic foot in size. Anything that will fit completely within that space (regardless of weight) can be successfully stored within, and the chest can be sealed again simply by closing it. The contents of the storage space do not change the weight of the chest, since they actually stay in an otherwise inaccessible extradimensional space. If the chest is destroyed (hardness 8, hp 90), the extradimensional space collapses and any contents are jettisoned randomly into the Ethereal Plane. Paradox boxes were especially popular in Thassilon for their relative inexpensiveness as well as their superior security and durability. Many Thassilonian creators, burdened with arrogance and hubris, constructed their paradox boxes such that their surfaces were decorated with elaborate and carefully constructed riddles or wordplays that gave clues to their command words. These items are prize finds for organizations such as the Pathfinder Society, because a particularly clever investigator can often still open them, revealing their time-lost secrets even though the command word might have been lost millennia ago.","Craft Wondrous Item, arcane lock, secret chest","2,500 gp",Wondrous Item,AP 61,moderate,30,5000,2500,,,1200
Pendant Of The Souk,faint divination,3,neck,"4,000 gp",-,"This golden pendant is of Qadiran make. Crafted from gold beaten into the image of a lanner falcon and suspended upon a gold chain, it's the traditional badge of office for the Prince or Princess of the Market in Magnimar's Bazaar of Sails- although they are often given as rewards to those who are particularly helpful or well-liked by the Prince or Princess. The wearer of a pendant of the souk gains a +5 competence bonus on Appraise checks. By holding the pendant to her brow, the wearer can gain the effects of an identify spell once per day. Finally, the pendant grows warm in the presence of illusions, granting a +2 insight bonus on saving throws made to disbelieve existing illusion effects.","Craft Wondrous Item, identify","2,000 gp",Wondrous Item,AP 61,faint,0,4000,2000,,,1201
Shard Of Envy,overwhelming abjuration,25,none,,1 lb.,"The is made of shimmering green noqual. As long as the is carried, its owner can use dispel magic as a spell-like ability once per day, gains a +2 insight bonus on saves versus abjuration spells and spell-like abilities, and gains a +1 insight bonus to AC. Curse: The owner covets the success, wealth, and appearance of all other creatures, and becomes sickened whenever she is within 30 feet of any creature of the same race or character class as herself. Physical contact with such a creature nauseates the owner for 2d6 rounds if she fails a DC 20 Fortitude save.",,,Artifact,AP 61,none,1,0,0,,,1202
Shard Of Gluttony,overwhelming necromancy,25,none,,1 lb.,"The is made of pale inubrix. As long as the is carried, its owner can use vampiric touch as a spell-like ability once per day, gains a +2 insight bonus on saves versus necromancy spells, and increases his maximum hit points by 1 point per Hit Die. Curse: The owner is always hungry and thirsty, and is sickened whenever he has not eaten food in the past hour. The owner must make a DC 20 Will save to resist consuming any food or beverage (including potions and the like) he carries immediately. If the save is successful, the owner can resist the urge for 1 hour before being forced to make the save again.",,,Artifact,AP 61,none,1,0,0,,,1203
Shard Of Greed,overwhelming transmutation,25,none,,1 lb.,"The is made of black adamantine. As long as the is carried, its owner can use haste as a spell-like ability once per day, gains a +2 insight bonus on saves versus transmutation spells, and gains a +1 insight bonus on attack rolls. Curse: The owner becomes greedy, and is sickened whenever she is not wearing at least 500 gp per Hit Die in nonmagical jewelry and fine clothing. Each time the owner sells a belonging or gives one away, she must succeed at a DC 20 Will save or take 1d4 points of Wisdom damage.",,,Artifact,AP 61,none,1,0,0,,,1204
Shard Of Pride,overwhelming illusion,25,none,,1 lb.,"The is made of coppery horacalcum. As long as the is carried, its owner can use major image as a spell-like ability once per day, gains a +2 insight bonus on saves versus illusion spells, and gains a +2 insight bonus on all skill checks. Curse: The owner suffers delusions of grandeur, and is sickened whenever she must serve another creature as a subordinate of any sort for as long as that arrangement persists. She cannot gain the benefit of the aid another action, nor can she take the aid another action.",,,Artifact,AP 61,none,1,0,0,,,1205
Shard Of Sloth,overwhelming conjuration,25,none,,1 lb.,"The is made of blue-green glowing abysium. As long as the is carried, its owner can use summon monster III as a spell-like ability once per day, gains a +2 insight bonus on saves versus conjuration spells, and gains a +4 insight bonus on all concentration and caster level checks. Curse: The owner becomes lazy and sedentary, and becomes sickened for 1 hour whenever he makes more than a single move action in any round. All of the owner's movement speeds are halved.",,,Artifact,AP 61,none,1,0,0,,,1206
Shard Of Wrath,overwhelming evocation,25,none,,1 lb.,"The is made of sparkling silver siccatite that feels hot one day, but cold the next. As long as the is carried, its owner can use fireball as a spell-like ability once per day, gains a +2 insight bonus on saves versus evocation spells, and gains a +2 insight bonus on all weapon damage rolls. Curse: The owner becomes addicted to violence, and is sickened whenever she hasn't brought a living creature to -1 hit points or fewer within the last hour. Once the owner attacks a creature, she must make a DC 20 Will save if she wants to cease attacking; otherwise, she does what she can to kill the creature.",,,Artifact,AP 61,none,1,0,0,,,1207
Shard Of Lust,overwhelming enchantment,25,none,,1 lb.,"The is made of a deep red djezet alloy. As long as the is carried, its owner can use suggestion as a spell-like ability once per day, gains a +2 insight bonus on saves versus enchantment spells, and gains a +4 insight bonus on Initiative checks. Curse: The owner becomes narcissistic, and is sickened whenever he has not engaged in sexual relations with another creature within the past 12 hours. While the owner wears any sort of armor or magic item that occupies the body slot, he is staggered.",,,Artifact,AP 61,none,1,0,0,,,1208
Iron Lash,strong necromancy,15,none,"90,335 gp",6 lbs.,"This +2 cold iron bastard sword becomes a +2 unholy cold iron bastard sword in the hands of an antipaladin sworn to the demon lord Nocticula. In the hands of a good creature, bestows one permanent negative level as though it were unholy while granting none of the associated benefits of the unholy special ability.  Once per day, the wielder of this sword can cast finger of death with a range of 60 feet, dealing 150 points of damage on a successful hit. If the target succeeds at a DC 20 Fortitude saving throw, the attack instead deals 3d6+15 points of damage. This is a death effect.","Craft Magic Arms and Armor, finger of death, unholy blight, creator must be chaotic evil","45,335 gp",Weapon,The Moonscar,strong,6,90335,45335,,+2 unholy cold iron bastard sword,1209
Anathema Archive,strong (all schools),20,none,,2 lbs.,"This unusually heavy scroll consists of a rather long sheet of supple, impossible-to-tear parchment wound between two rods. When the anathema archive is opened, it presents a tangle of Thassilonian runes to the observer. Each time the scroll is unfurled, the runes are in a different order, the contents of the archive shifting according to the user's state of mind and desires each time it is used. The archive itself can be used for two purposes: to cast ancient spells and to divulge lore about hateful secrets and hidden horrors.  When using the anathema archive t o c ast s pells, t he u ser can either simply open it (in which case it randomly opens to one of the new Thassilonian spells presented earlier in this chapter) or the user can attempt to force the anathema archive to open to a specific spell from that list or to any arcane spell she knows how to cast. Doing so requires a Spellcraft check (DC = 20 + double spell level)-failure indicates the archive opens to a random spell from this chapter's seven earlier options. Whatever spell the anathema archive i s o pened t o, t he u ser may cast that spell from the scroll as if she were casting a spell from a normal scroll, save that the spell is not consumed from the anathema archive upon being cast.  When used for research, the anathema archive g rants a +10 insight bonus into any one Knowledge check associated with sinister or frightening ancient topics (subject to the GM's discretion-sample subjects include evil outsiders, runelords, Thassilon, Leng, evil religions, or undead). This allows a character to make the Knowledge skill check untrained.  Each time a character uses the anathema archive, her mind becomes increasingly haunted and unhinged. Upon using the archive, the user must make a Will save (DC = 15 + twice the total number of times the user has used the anathema archive). Failure results in the user taking 1d4 points of Wisdom drain and becoming confused for a number of rounds equal to 1 + the total number of times she has used the artifact.  The anathema archive closes automatically each time it is used, and cannot be opened again for 24 hours by any force.",,,Artifact,RotRL-AE-Appendix,strong,2,0,0,,,1210
Anima Focus,strong (conjuration and necromancy),20,none,,9 tons,"The anima focus is an immense artifact created by Karzoug in the final years of Thassilon, based upon the research and notes of the Lords of Greed in Runeforge. This artifact maintains the link between the Material Plane and the Eye of Avarice, and siphons fragments of greedy souls that have been prepared by a special ritual through the soul lens found within the Eye of Avarice into the runewell itself. The anima focus has other powers as well, linked to the Pinnacle of Avarice-see page 359 for details.",,,Artifact,RotRL-AE-Appendix,strong,9,0,0,,,1211
Elixir Of The Peaks,moderate transmutation,7,none,"2,450 gp",-,"When imbibed, an elixir of the peaks gives the user the ability to scale and survive in mountainous terrain with great skill. The imbiber is treated as if acclimated to all high altitudes lower than a death zone, and gains a +2 competence bonus on all Survival checks made at elevations of above 5,000 feet. She also gains a +10 competence bonus on Climb checks and Survival checks in mountainous terrain (these bonuses stack with the altitude-based bonus above). Finally, the imbiber gains the benefits of an endure elements spell. The effects of this elixir wear off after 8 hours.","Craft Wondrous Item, endure elements, spider climb","1,225 gp",Wondrous Item,RotRL-AE-Appendix,moderate,0,2450,1225,,,1213
Fanged Falchion,moderate transmutation [evil],11,none,"22,375 gp",8 lbs.,"The blade of this brutal-looking falchion is serrated, forming the fangs of the stylized etching of a jackal's profile on the shimmering metal. Such weapons are fashioned in honor of Lamashtu and are favored by her most powerful cultists as weapons not only for battle, but also for sacrifice.  A fanged falchion is a +1 unholy falchion and wounds caused by the weapon's serrated edge are horrifically ragged and bleed profusely. Whenever a fanged falchion's wielder scores a successful critical hit with it, the sword's blade animates and ""chews"" at its victim  In addition to doing damage for the critical hit, this horrific chewing deals 2 points of Constitution damage and stuns the victim for 1 round (Fort DC 15 negates). Creatures immune to critical hits are immune to this Constitution damage and the stun effect.","Craft Magic Arms and Armor, harm, unholy blight, creator must be evil","11,375 gp",Weapon,RotRL-AE-Appendix,moderate,8,22375,11375,,+1 unholy falchion,1214
Impaler Of Thorns,moderate enchantment,7,none,"9,000 gp",9 lbs.,"The impaler of thorns is an ancient weapon dating back to Thassilonian times, when it was often used by city guards to aid in breaking up civil unrest. An impaler's shaft is made of darkwood, and its head is a thornlike, wide-bladed barb. When an impaler of thorns is used in combat, its successful critical hits are accompanied by an unsettling screech, as of some wild beast in anger.  An impaler of thorns is a +1 longspear. Once per day as it strikes a foe, the wielder can cause it (as a free action) to unleash a 30-foot-radius burst of despair that affects all creatures not wielding an impaler of thorns. Creatures affected must succeed at DC 16 Will saves or become overwhelmed with sadness and despair, taking -2 penalties on attack rolls, saving throws, ability checks, skill checks, and weapon damage rolls for 6 minutes. The target struck when this effect is triggered must also succeed at a second DC 16 Will save to resist becoming nauseated with despair for 1 round.","Craft Magic Arms and Armor, cat's grace, crushing despair, delay poison","4,500 gp",Weapon,RotRL-AE-Appendix,moderate,9,9000,4500,,+1 longspear,1216
"Amber Spindle Ioun Stone, Thassilonian",strong varied,12,none,,-,"Whether they were invented by the Azlanti or merely discovered by them, ioun stones were an important part of Azlanti society-and by extension, of Thassilonian society. Many of Thassilon's rulers- particularly runelords like Karzoug-took to the art of embedding these stones in their flesh. An ioun stone implanted in this manner cannot be sundered or stolen. Further rules on implanting ioun stones can be found in Pathfinder Campaign Setting: Seekers of Secrets.  Thassilonian wizards perfected and enhanced many forms of ioun stones, such as the four unusually powerful stones listed below. These stones are minor artifacts, and methods of their creation have been lost since Thassilon's fall.  Amber Spindle: An amber spindle grants a +1 resistance bonus on all saving throws (the bonuses from possessing multiple amber spindles stack, up to a maximum of +5).",,,Artifact,RotRL-AE-Appendix,strong,0,0,0,,,1217
"Crimson Sphere Ioun Stone, Thassilonian",strong varied,12,none,,-,"Whether they were invented by the Azlanti or merely discovered by them, ioun stones were an important part of Azlanti society-and by extension, of Thassilonian society. Many of Thassilon's rulers- particularly runelords like Karzoug-took to the art of embedding these stones in their flesh. An ioun stone implanted in this manner cannot be sundered or stolen. Further rules on implanting ioun stones can be found in Pathfinder Campaign Setting: Seekers of Secrets.  Thassilonian wizards perfected and enhanced many forms of ioun stones, such as the four unusually powerful stones listed below. These stones are minor artifacts, and methods of their creation have been lost since Thassilon's fall.  Crimson Sphere: This ioun stone grants a +2 enhancement bonus to Intelligence (the bonuses from possessing multiple crimson spheres stack, up to a maximum of +6).",,,Artifact,RotRL-AE-Appendix,strong,0,0,0,,,1218
"Emerald Ellipsoid Ioun Stone, Thassilonian",strong varied,12,none,,-,"Whether they were invented by the Azlanti or merely discovered by them, ioun stones were an important part of Azlanti society-and by extension, of Thassilonian society. Many of Thassilon's rulers- particularly runelords like Karzoug-took to the art of embedding these stones in their flesh. An ioun stone implanted in this manner cannot be sundered or stolen. Further rules on implanting ioun stones can be found in Pathfinder Campaign Setting: Seekers of Secrets.  Thassilonian wizards perfected and enhanced many forms of ioun stones, such as the four unusually powerful stones listed below. These stones are minor artifacts, and methods of their creation have been lost since Thassilon's fall.  Emerald Ellipsoid: An emerald ellipsoid grants 5 bonus hit points (the bonuses from multiple emerald ellipsoids stack; there is no maximum benefit).",,,Artifact,RotRL-AE-Appendix,strong,0,0,0,,,1219
"Onyx Rhomboid Ioun Stone, Thassilonian",strong varied,12,none,,-,"Whether they were invented by the Azlanti or merely discovered by them, ioun stones were an important part of Azlanti society-and by extension, of Thassilonian society. Many of Thassilon's rulers- particularly runelords like Karzoug-took to the art of embedding these stones in their flesh. An ioun stone implanted in this manner cannot be sundered or stolen. Further rules on implanting ioun stones can be found in Pathfinder Campaign Setting: Seekers of Secrets.  Thassilonian wizards perfected and enhanced many forms of ioun stones, such as the four unusually powerful stones listed below. These stones are minor artifacts, and methods of their creation have been lost since Thassilon's fall.  Onyx Rhomboid: This stone grants a +2 enhancement bonus to Constitution (the bonuses from possessing multiple onyx rhomboids stack, up to a maximum of +6).",,,Artifact,RotRL-AE-Appendix,strong,0,0,0,,,1220
Karzoug's Burning Glaive,strong transmutation [evil],17,none,,8 lbs.,"Soon after the founding of Thassilon, the ancient emperor Xin crafted the Alara'quin, seven icons symbolizing the runelords' mastery of rune magic and dominance over their respective domains. Karzoug's +2 flaming dancing glaive is one of these ancient weapons.  Karzoug's burning glaive possesses a keen intellect, granted to it by its imperial creator. Meant to embody all that is right and virtuous about the luxury of wealth, the weapon is only concerned with the acquisition of riches and safeguarding the treasures of the rightful runelord of Shalast. It eagerly seeks to immolate non-spellcasters, which it sees as paupers likely to steal what its master possesses. While the glaive endlessly fawns over Karzoug (as it would over any rightful ruler of Shalast), it tirelessly berates other wielders, constantly comparing their flaws to the perfection of its past runelord owners.",,,Artifact,RotRL-AE-Appendix,strong,8,0,0,"Ignan, Thassilonian",+2 flaming dancing glaive,1221
Revelation Quill,strong divination,20,none,,3 lbs.,"The first revelation quills were created by the followers of the Peacock Spirit. Since the fall of Thassilon, the method for creating them has been lost. The few revelation quills that remain today continue to function, drawing their revelations, it is said, from the Peacock Spirit itself. The quill is fashioned from a peacock's tail feather. Its nib is made of bone, and when held in one's hand, the quill seems strangely heavy. If placed in an empty vial or other glass container of similar size and left there for an hour, a revelation quill fills that container with ink. The ink created is of a random color 50% of the time, otherwise the ink is black.  While a revelation quill can certainly function as a standard writing implement, its true strength lies in its ability to answer questions. Once per day, if the user concentrates on a specific future goal, event, or activity occurring within the coming week, the revelation quill takes over and writes out a short phrase in response, often in the form of a cryptic rhyme or omen, much in the same way the divination spell functions. Once per week, the user may use the quill in the same way to cast contact other plane instead, asking up to 10 questions of the mysterious intellect that guides the revelation quill.",,,Artifact,RotRL-AE-Appendix,strong,3,0,0,,,1223
Robe Of Runes,strong transmutation,13,body,"44,000 gp",1 lb.,"This robe is made of crimson silk and emblazoned with dozens of spindly Thassilonian runes, each symbolizing a different type of magical effect or syllable of power. Though favored by wizards, this robe can provide some benefit to any spellcasting creature. While worn, it grants a +4 enhancement bonus to Intelligence and allows the wearer to recall, as a free action, up to four levels of spells per day that he had prepared and then cast. Each time a spell is recalled and prepared again in this manner, the sudden rush of magical energy infuses the wearer with power. For 1 round  after recalling a spell, the wearer's spell save DCs and attack rolls made with spells gain a +2 enhancement bonus.","Craft Wondrous Item, fox's cunning, limited wish","22,000 gp",Wondrous Item,RotRL-AE-Appendix,strong,1,44000,22000,,,1224
Robes Of Xin-shalast,strong abjuration and conjuration,16,body,"198,000 gp",1 lb.,"The traditional robes of the runelord of greed are known as the robes of Xin-Shalast. Rarely, a runelord would grant a favored apprentice a set of these robes. Woven of the finest of silks and accented with precious gemstones and gold, the robes are surprisingly light and easy to move in. Robes of Xin-Shalast aid and accentuate their wearer's spellcasting ability. They grant a +6 armor bonus and spell resistance 24, but also cause the wearer to cast all spells at +1 caster level. Two of the robe's pockets function as handy haversacks. The wearer of these robes is immune to the effects of the occluding field that surrounds the Spires of Xin-Shalast, and can exist comfortably in all high altitudes, including within the death zone at altitudes of 26,000 feet and higher.","Craft Wondrous Item, endure elements, mage armor, protection from spells, secret chest","99,000 gp",Wondrous Item,RotRL-AE-Appendix,strong,1,198000,99000,,,1225
Runechill Hatchet,moderate necromancy,5,none,"5,312 gp",6 lbs.,"Runechill hatchets are sized for Large creatures, but resizes so it can be wielded by Medium creatures as battleaxes or Small creatures as greataxes. Their blades are jagged and carved with Thassilonian runes, and the weapons always feel cold to the touch. A runechill hatchet otherwise functions as a +1 battleaxe, but once per day as a free action, its wielder can cause the runes on the blade to flare up with flickering cold blue light. For the next 5 rounds, the axe deals an additional +1d6 points of negative energy damage on a hit. Any creature that takes any amount of this additional negative energy damage must also succeed at a DC 12 Fortitude save or take 1 point of Strength damage. An undead creature struck by a runechill hatchet does not gain this negative energy as healing, but instead must make a DC 12 Will saving throw or flee as if panicked for 1d4+5 rounds.","Craft Magic Arms and Armor, chill touch","2,812 gp",Weapon,RotRL-AE-Appendix,moderate,6,5312,2812,,+1 battleaxe,1226
