Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Rod Of Arson,strong evocation,12,none,,5 lbs.,"All tests indicate that this hollow metal tube is a rod of flame extinguishing until its owner uses it to extinguish or suppress a fire in a combat or other dangerous situation. Once she does, she discovers that rather than quenching the flame, the rod causes the flame to enter her body. This flame persists inside of her for the next 24 hours, causing minor discomfort and giving her the sickened condition, but causing no visible injury. However, when the wielder is adjacent to or within a flammable object or structure, she feels inclined to set the object ablaze, using any means at her disposal. Each round the wielder resists this urge, she takes 1d6 points of fire damage as the flame within her surges and roils. After 1 minute of this, she must make a DC 15 Will save or succumb to the temptation; if she saves, the urge passes, the internal fire stops harming her, and she can interact normally with the flammable target thereafter.   Once the curse reveals itself, the owner must make a DC 15 Will saving throw to avoid using the item to try and extinguish or suppress any fire she encounters which she herself did not start. She cannot use the rod against fires that she personally started. Successful curse-breaking magic allows the wielder to get rid of the rod and harmlessly dissipates any fire persisting inside her from the action of the rod.",,,Cursed,Ultimate Equipment,strong,5,0,0,,,2580
Rod Of Foiled Magic,strong (no school),17,none,,5 lbs.,"This rod is similar in appearance to a metamagic rod. Once a creature picks up such a rod, it cannot be discarded without use of a remove curse spell or similar magic. Each time the wielder casts a spell, he takes the rod of foiled magic in hand and treats the caster level of the spell as 2 levels lower. If this would reduce the caster level to 0 or lower, than the caster has only a 50% chance of casting the spell (any chance of arcane spell failure is added to this percentile chance), but if he is able to cast the spell, the spell has a caster level of 1st.",,,Cursed,Ultimate Equipment,strong,5,0,0,,,2581
Scarab Of Death,strong abjuration,19,neck,,-,"If this small scarab brooch is held for more than 1 round or carried in a living creature's possessions for 1 minute, it changes into a horrible, burrowing, beetlelike creature. The thing tears through any leather or cloth, burrows into flesh, and reaches the victim's heart in 1 round, causing death. A DC 25 Reflex save allows the wearer to tear the scarab away before it burrows out of sight, but she still takes 3d6 points of damage. The beetle then returns to its scarab form. Placing the scarab in a container of wood, ceramic, bone, ivory, or metal prevents it from coming to life and allows for long-term storage of the item.",,,Cursed,Ultimate Equipment,strong,0,0,0,,,2582
Scattershot Bracers,faint transmutation,5,wrists,,1 lb.,These wristbands appear to be bracers of archery until they are worn. The wearer takes a -2 penalty on all ranged attack rolls. A successful remove curse spell is required before these bracers can be removed.,,,Cursed,Ultimate Equipment,faint,1,0,0,,,2583
Staff Of Occasional Wonder,varies,varies,none,,4 lbs.,"A staff of occasional wonder can appear to be any magical staff, and in fact such items are usually the result of accidents during an attempted crafting of the staff it appears to be. It usually functions as intended, but each time someone uses the staff, they must roll d%. On a roll of 1-10, instead of the desired effect, the staff acts like a rod of wonder (see page 185).",,,Cursed,Ultimate Equipment,none,4,0,0,,,2584
Stone Of Weight (Loadstone),faint transmutation,5,none,,1 lb.,"This dark, polished stone reduces the possessor's base land speed by half. Once picked up, the stone cannot be disposed of by any nonmagical means-if it is thrown away or smashed, it reappears somewhere on the possessor's person. If a remove curse spell is cast upon a loadstone, the item may be discarded normally and no longer haunts the individual.",,,Cursed,Ultimate Equipment,faint,1,0,0,,,2585
Unguent Of Aging,moderate transmutation,6,none,,-,"This unguent appears at first to be unguent of timelessness. When it touches the skin of a living creature or matter that was once alive, however, it accelerates the aging of that creature or item. Living creatures that touch the unguent age by 30 years. Once living matter-such as wood, paper, or a dead body-crumbles to dust and is destroyed. One flask contains enough unguent to affect eight Medium or smaller creatures or objects. A Large creature or object counts as two Medium creatures or objects and a Huge creature or object counts as four Medium creatures or objects.",,,Cursed,Ultimate Equipment,moderate,0,0,0,,,2586
Unlucky Figurine,moderate enchantment,11,none,,1 lb.,"This figurine appears to be a figurine of wondrous power, but instead of having the ability to animate and serve its owner, it curses that owner with bad luck. While in possession of this figurine, the owner takes a -2 penalty to AC and CMD, and a -2 penalty on attack rolls, skill checks, ability checks, and saving throws.",,,Cursed,Ultimate Equipment,moderate,1,0,0,,,2587
Unstable Musket,moderate transmutation,6,none,,9 lbs.,This item seems to be a normal +1 musket but has a misfire chance of 1-5. No effect or ability can reduce this misfire chance. This musket must be used as its owner's primary ranged weapon and can only be discarded after the owner is subject to a remove curse spell or similar effect.,,,Cursed,Ultimate Equipment,moderate,9,0,0,,+1 musket,2588
Unwieldy Glaive,faint transmutation,5,none,,10 lbs.,"This weapon appears and acts as a +2 glaive, but cannot be used to make attacks of opportunity, and hinders its wielder whenever such an attack is attempted. When its wielder attempts an attack of opportunity, the glaive flails around madly, causing its wielder to become unbalanced. The wielder takes a -2 penalty to AC and on attack rolls until the end of its next turn.",,,Cursed,Ultimate Equipment,faint,10,0,0,,+2 glaive,2589
Vacuous Grimoire,strong enchantment,20,none,,2 lbs.,"A book of this sort looks like a normal volume on some mildly interesting topic. Any character who opens the work and reads so much as a single word therein must make two DC 15 Will saves. The first is to determine if the reader takes 1 point of permanent Intelligence and Charisma drain. The second is to find out if the reader takes 2 points of permanent Wisdom drain. To destroy the book, it must be burned while remove curse is being cast. If the grimoire is placed with other books, its appearance instantly alters to conform to the look of those other works.",,,Cursed,Ultimate Equipment,strong,2,0,0,,,2590
Chomper,strong conjuration,17,none,,15 lbs.,"Most bags of devouring appear to be normal sacks, but Chomper is unlike most bags of devouring. Sporting rows of vicious teeth, a bad attitude, and a thirst to devour all things, this intelligent cursed item believes that it is the favored maw and most important appendage of a creature it mysteriously refers to as the Eater of All. Chomper hates all creatures except for demons, whom it considers kindred spirits of destruction.   Chomper has all of the magical abilities of a regular bag of devouring, along with the following additional powers.   • As a standard action, Chomper's possessor can swing the bag by its straps in an attempt to strike any single creature or unattended item within a 5-foot radius. Chomper (not the wielder) can then make a single bite attack against the target. This bite has a +14 attack bonus and deals 1d10+5 points of damage plus 2 points of bleed damage. This action does not provoke attacks of opportunity. Attacks made in this way are never modified by the wielder's abilities.   • When a non-demon is in possession of Chomper, the bag's cursed aura imparts a -1 penalty on all of its wielder's attack rolls, saving throws, skill checks, and ability checks. If Chomper manages to gain dominance over a non-demon wielder through a personality conflict, it directs its bearer to seek out victims to feed to it.",,,Cursed,Ultimate Equipment,strong,15,0,0,speech (Abyssal),,2594
Sasquatch Skull,moderate transmutation,7,none,,5 lbs.,"Divination reveals this large humanoid skull to be that of a gorilla or giant, although it is actually an accursed sasquatch skull. The item seems to grant its bearer a +5 bonus on Stealth checks in wooded areas.  If an individual takes possession of the sasquatch skull for more than 24 hours, it quickly begins to stink. The smell is undetectable by the skull's bearer, but companions and creatures within 30 feet find the pungent smell extremely noticeable. The smell imposes a -2 penalty on Charisma checks and Charisma-based skill checks made by the skull's owner. In addition, aggressive wild animals always target the skull's owner first during combat. The skull need not be on the owner's person for the curse to manifest, so long as ownership has not been transferred through sale, gift, or theft.  A remove curse spell suppresses the stench for 1d4 days. Transferring ownership of the skull transfers the curse to its new owner, but the curse remains on the last owner if the skull is abandoned. The only way to remove the curse permanently other than giving away the skull is to use a miracle or wish spell, or to bury the skull in a forested area and keep watch for 24 hours. The skull's owner must be part of this graveside vigil, and must howl and knock on a nearby log or rock at sunset and sundown. A PC can discover the details of this ritual with a successful DC 25 Knowledge (nature) check.",,,Cursed,Mystery Monsters Revisited,moderate,5,0,0,,,2630
Tome Of Heretical Revelation,strong abjuration,17,none,,5 lbs.,"This thick book appears to be an educational treatise filled with philosophical insights. Anyone who reads from this cursed book and has a patron deity must make a DC 20 Will save or be overcome by a crushing sense of doubt and hopelessness as she loses all faith in her deity's teachings. Anyone who fails this save loses all divine spellcasting ability, as well as class abilities from classes that grant divine spells, and she can't gain additional levels in those classes. She can regain her abilities and advancement potential if she atones (see the atonement spell description). Succeeding at the Will save still leaves the reader shaken for 10 minutes.",,,Cursed,Faiths & Philosophies,strong,5,0,0,,,2819
Carnivorous Jar,moderate necromancy,11,none,,10 lbs.,"A wooden stopper depicting an animal or human head seals this limestone jar. Any creature that opens the jar takes 3d6 points of Constitution damage as several of its internal organs vanish from its body and appear inside the jar. If the creature survives, the resulting trauma deals 2d6 points of bleed damage every round. This bleed damage lasts until the victim receives at least 5 points of magical healing or benefits from a DC 20 Heal check. A carnivorous jar functions only once, and can be found alone or in sets of four.",,,Cursed,AP 82,moderate,10,0,0,,,3380
Constrictor Armor,strong transmutation,12,body,,30 lbs.,"Designed to resemble the wide scales on a serpent's belly, this armor functions as a +1 breastplate of fire resistance. The first time the wearer is struck in melee, the armor animates and begins crushing its wearer. On the round that the armor animates, it automatically grapples the wearer. In following rounds, at the beginning of the wearer's turn, the armor makes a grapple combat maneuver check (CMB +20) to constrict the wearer. If successful, the armor deals 2d6 points of damage each round. Once animated, the armor releases its grip only when it is destroyed or its wearer dies. The wearer can't physically remove the armor once it activates, but others can help destroy or remove it. This armor functions normally (without animating) when worn by unliving creatures such as constructs and undead.",,,Cursed,AP 82,strong,30,0,0,,,3381
Haunted Doll,moderate divination and necromancy,11,none,,1 lb.,"When glimpsed out of the corner of the eye, the beatific expression of this child's rag doll twists into a malignant grin. The doll feeds off of violent emotion and anger. Each time anger flares or battle rages within 20 feet of the doll, there is a 5% chance the malevolent spirit within the doll awakens, manifesting as an advanced poltergeist  (Pathfinder RPG Bestiary 2 2 92, 211). W hen t his h appens, the doll becomes incorporeal and floats into the air, the poltergeist's malevolent spirit invisibly surrounding it. The poltergeist's site bond ability is tied to the space it spawned in, and it immediately attacks those around it. When the poltergeist is slain, the doll turns corporeal again and falls to the ground, its spirit quelled for the time being. The spirit within the doll can be questioned using the call spirit* spell.  Owning a haunted doll leads to troubled dreams for the possessor, full of seemingly prophetic warnings of doom. Each night, there is a 10% chance that the owner needs to attempt a DC 20 Will save. On a failure, the owner gains no rest for the night and can't recover spells, pools, or other daily abilities.",,,Cursed,Occult Adventures,moderate,1,0,0,,,4031
Maniac Hand,strong necromancy,13,none (replaces hand),,2 lbs.,"This dried and withered hand ends in a jagged stump. When it is touched against the arm stump of a humanoid who has lost a hand, the maniac hand bonds instantly and returns to a lifelike appearance. It shrinks or grows to match the size of its new owner, and transforms itself to match the hand lost, becoming either a right or left hand. After merging, an uneven scar and unhealthy hue identify it as alien to its new owner.  Attacks made with a maniac hand receive a +2 competence bonus on attack and damage rolls. In addition, when making a full attack, the wielder can accept a -2 penalty to AC in order to make one extra attack with the hand using the wielder's full base attack bonus. This benefit is not cumulative with similar effects, such as a haste spell. For the purposes of these bonuses, any weapon held in the maniac hand o r in both hands qualifies, and the hand itself can deal damage as a slam attack appropriate to the wielder's size (1d4 for a Medium creature).  A maniac hand has an insidious will that slowly usurps control from the owner. It has Intelligence 8, Wisdom 12, and Charisma 10. Incapable of communication and bereft of rational thought, a maniac hand knows only an insatiable urge to destroy. When first attached, a maniac hand has an Ego score of 5. At least once each day, when presented with an opportunity to murder a friend or innocent without being witnessed, the maniac hand attempts to assert control using the rules for items against characters (Core Rulebook 535). If it succeeds, the hand takes control of its owner until it can  commit the murder or 5 minutes pass, whichever comes first. The owner remembers nothing of the crime save a blinding rage, and the hand's Ego score returns to 5. If the hand fails to assert control, the owner feels a momentary surge of anger, but can't identify the source. Each day that passes without the hand's murderous impulse killing a creature of Intelligence 3 or higher, its Ego score increases by 1. If its Ego score increases above 20, the hand no longer cares for caution, and attempts murder regardless of the chance of getting caught.  A maniac hand that's denied the death of friends or innocents for more than 30 days turns against its owner. If in a position to sabotage the owner, such as by letting go of a rope, it attempts to assert control. It can assert control while the owner sleeps, strangling its host or seizing a weapon to deliver a coup de grace. The hand attempts such an act at most once per day. An owner willing to slaughter innocents can keep the hand satisfied by finding an innocent victim and voluntarily relinquishing control to the hand.  If the owner tries to rid herself of the maniac hand by destroying or amputating it, the hand resists to the best of its ability. It makes attacks and one-handed grapple attempts with its owner's own Strength and Dexterity scores, augmented by the hand's bonuses. The hand has an AC equal to its owner's touch AC, except with a +4 size bonus that stacks with its owner's size modifier. Its owner loses her Dexterity bonus against the hand's attacks, but the hand retains its Dexterity bonus against its owner. The hand's hp is equal to 1/4 that of its owner.  Successfully casting remove curse on a maniac hand prevents it from resisting amputation for 1 hour.",,,Cursed,Occult Adventures,strong,2,0,0,,,4032
Mirror Of Soul Snaring,strong necromancy,15,none,,45 lbs.,"This normal mirror is roughly 4 feet long and 3 feet wide. It is similar to a mirror of opposition or mirror of life trapping, but it lacks a command word. A mirror of soul snaring has 15 extradimensional compartments within it. Any creature coming within 30 feet of the device and looking at its own reflection must succeed at a DC 23 Will save or have its soul sucked into one of the compartments. A creature not aware of the cursed nature of the device always sees its own reflection. The probability of a creature seeing its reflection and thus needing to attempt the saving throw drops to 50% if the creature is aware that the mirror is cursed and seeks to avoid looking at it (treat as a gaze attack).  When a creature's soul is trapped, its body remains outside of the mirror. The body becomes possessed by a malignant spirit who behaves in a way entirely opposed to how the trapped creature would. Treat this spirit as the creature, with  a reversed alignment (and potentially other factors reversed, such as being an antipaladin instead of a paladin). In the case of neutral characters, the spirit can be either chaotic evil or lawful good as decided by the GM. The death of the creature's original body does not free its soul from the mirror, though if it is ever set free, it immediately passes on to the afterlife as it no longer has a body to inhabit.  If the mirror's capacity is exceeded, one victim's soul (determined randomly) is set free and immediately reconnects with its duplicate body if available. If the mirror is destroyed (hardness 1, 5 hit points), all victims currently trapped in it are freed. Unless the mirror is destroyed, not even a miracle or wish can restore the trapped creature's spirit to its body.",,,Cursed,Occult Adventures,strong,45,0,0,,,4033
Scroll Of Blood Ink,varies,varies,none,,-,"This scroll can seem to contain any spell. When the wielder attempts to cast the spell, the ink turns to blood and runs off the page, ruining the spell automatically. The scroll's edges turn sharp and cut the wielder's hands and wrists, dealing 4 points of Constitution bleed. A successful DC 15 Reflex save halves the bleed. The bleed can be stopped with any magical healing or a successful DC 20 Heal check.",,,Cursed,Horror Adventures,none,0,0,0,,,4421
Staff Of Magical Decline,varies,varies,none,,5 lbs.,"This staff appears to be an ordinary staff and functions normally as such until it is used in combat. The wielder's effective caster level drops to match that of the staff or the wielder's caster level - 4, whichever is lower. The wielder's spellcasting ability score drops to 10 + staff's highest spell level, unless it is already lower.  The wielder must employ the staff rather than any other melee weapon or spell trigger item. Even if the staff is fully charged, the caster fails to regain spell slots for the day unless she forgoes a spell slot to restore 1 charge to the staff. However, she never again regains a spell slot used to charge the staff until she is freed from the curse. The only way for the wielder to be rid of the staff is by miracle or wish.",,,Cursed,Horror Adventures,none,5,0,0,,,4422
Book Of Perilous Journeys,strong conjuration,13,none,,1/2 lb.,"This leather-bound book looks like a journal partially ruined by moisture. The pages that are still legible detail three violent events that apparently took place while the writer was traveling through an unknown land. There are several varieties of the book, each describing a perilous journey through a different terrain type corresponding to the encounter tables on page 324 of the Pathfinder RPG Bestiary.  Reading any of the three accounts triggers the curse, after which the reader is compelled to protect the book at all costs and secretly read the other two accounts over the next 2 days. Each day the owner reads one of the accounts, monsters of a type appropriate to the book's terrain attack during the night. Determine the specific monsters by rolling on the appropriate encounter tables. If the prevailing weather is vastly different from typical weather in the climate described in the journal, a sudden change in weather usually heralds the arrival of the monsters (as per control weather).  Once the three attacks are over, the book mysteriously vanishes, lifting the curse. The book reappears later, however, at a random location.",,,Cursed,Horror Adventures,strong,0.5,0,0,,,4475
Needful Doll,strong conjuration and illusion,13,none,,1 lb.,"When a humanoid creature picks up this ugly old doll, he triggers a horrible curse. Thereafter, the cursed doll considers that creature its owner. If the owner leaves the doll, it appears next to him the next time he sleeps.  The doll is vindictive. If the owner repeatedly tries to get rid of it or leaves it behind at home, it torments him with terrible nightmares in which everyone he trusts abandons him. If the owner destroys the doll, he has disturbing nightmares in which people he trusts murder him in gruesome ways. If the owner keeps the doll in a backpack or other closed container for much  of the day, he has nightmares in which he slowly suffocates in a dark, cramped place.  The nightmares occur the next time the owner sleeps. This functions as per nightmare (DC 22); the doll is considered to have firsthand knowledge of the owner (or familiar knowledge if the owner has owned the doll for more than a week) and to have a body part. Regardless of how the owner abandons or destroys the doll, it returns the next night in the same condition as when the owner first found it. Using break enchantment or remove curse on the doll makes it unable to return for 1d4+1 days, though at that point, it returns as usual.  The doll is quick to forgive, however. If the owner treats it well for a day, carrying it openly and maintaining physical contact, the nightmares fade away until the doll feels that it has been mistreated again. The only certain way to get rid of or destroy the doll (short of miracle or wish) is to find someone who accepts it as a gift. If the owner dies, the curse is lifted, and the doll patiently waits until a new owner finds it, though if the previous owner returns from the dead before that time, the doll returns to his side.",,,Cursed,Horror Adventures,strong,1,0,0,,,4476
Unspeakable One's Vestments,strong varied,15,body,,1 lb.,"This robe functions much as a robe of stars, granting its wearer the luck bonus on saving throws, astral travel, and ability to create shuriken made of magically hardened gold. In addition, the wearer gains a +4 armor bonus to his AC.  The robe's curse activates after 1 month of being worn regularly, or just as a creature whose patron is Hastur or Xhamen-Dor affects the wearer with a spell or special ability. The wearer loses his luck bonus on saving throws against such effects and instead takes a -4 penalty on those saves. While the curse persists, the wearer takes 1d4 points of Wisdom drain every time he uses the robe to access the Astral Plane, and the shuriken created are +5 anarchic shuriken. After another month of continuous use, the wearer permanently becomes chaotic evil and pursues increasingly delusional goals of domination, enrichment, or anarchy. Once donned, this robe can be removed only with a remove curse spell.",,,Cursed,AP 113,strong,1,0,0,,,4621
